label;latitude;longitude
aulnay;46,91;0,09
darnets;45,42;2,11
basses;47,04;0,12
estivals;45,03;1,46
beaumont st cyr;46,73;0,45
goulles;45,02;2,09
beruges;46,56;0,2
gourdon murat;45,55;1,9
bethines;46,55;0,98
gros chastang;45,21;2
bonnes;46,61;0,6
larche;45,11;1,42
bournand;47,07;0,07
latronche;45,31;2,24
brion;46,36;0,47
ligneyrac;45,05;1,62
buxerolles;46,61;0,37
le lonzac;45,47;1,73
celle levescault;46,4;0,17
mansac;45,16;1,38
cenon sur vienne;46,76;0,53
marcillac la croze;45,03;1,74
chalais;46,97;0,1
merlines;45,63;2,46
champigny en rochereau;46,72;0,15
meyssac;45,05;1,68
chatellerault;46,82;0,55
montaignac sur doustre;45,35;2,02
chenevelles;46,72;0,67
montaignac sur doustre;45,35;2,02
cisse;46,65;0,24
moustier ventadour;45,38;2,1
la roche rigault;46,97;0,17
neuville;45,11;1,82
valence en poitou;46,31;0,21
pandrignes;45,22;1,86
dissay;46,7;0,44
perpezac le blanc;45,21;1,33
la grimaudiere;46,8;0,03
le pescher;45,08;1,76
la grimaudiere;46,8;0,03
puy d arnac;45,03;1,77
jaunay marigny;46,72;0,37
rilhac xaintrie;45,17;2,19
jazeneuil;46,47;0,07
sadroc;45,27;1,55
jousse;46,22;0,46
st angel;45,49;2,23
boivre la vallee;46,55;0,09
st aulaire;45,24;1,39
boivre la vallee;46,55;0,09
st bonnet la riviere;45,29;1,36
lusignan;46,44;0,11
st bonnet pres bort;45,51;2,43
lussac les chateaux;46,41;0,73
ste fortunade;45,21;1,76
magne;46,35;0,39
st germain lavolps;45,61;2,21
maille;46,68;0,1
st hilaire foissac;45,32;2,11
marnay;46,39;0,35
st hilaire peyroux;45,21;1,64
maulay;46,97;0,22
st jal;45,39;1,65
mazeuil;46,79;0,08
st merd les oussines;45,62;2,03
mignaloux beauvoir;46,55;0,42
st pantaleon de larche;45,15;1,43
moncontour;46,88;0
st priest de gimel;45,31;1,89
mondion;46,94;0,47
st remy;45,65;2,27
monthoiron;46,73;0,62
st setiers;45,7;2,12
montmorillon;46,43;0,9
st solve;45,31;1,4
mouterre silly;46,99;0,04
st sornin lavolps;45,37;1,37
ouzilly;46,78;0,36
salon la tour;45,5;1,53
oyre;46,86;0,65
segur le chateau;45,43;1,3
port de piles;47;0,6
seilhac;45,37;1,72
quincay;46,61;0,22
serilhac;45,1;1,73
st clair;46,88;0,06
treignac;45,55;1,8
st laon;46,97;-0,02
ussel;45,55;2,3
valdivienne;46,49;0,63
vitrac sur montane;45,37;1,93
valdivienne;46,49;0,63
st secondin;46,33;0,49
saires;46,89;0,23
ternay;47,04;-0,05
la trimouille;46,45;1,06
les trois moutiers;47,06;0,01
usson du poitou;46,28;0,54
velleches;46,94;0,53
voulon;46,37;0,24
vouneuil sous biard;46,58;0,27
yversay;46,67;0,21
arnac la poste;46,26;1,37
aureil;45,81;1,4
azat le ris;46,31;1,06
la bazeuge;46,25;1,08
boisseuil;45,76;1,33
bonnac la cote;45,95;1,29
amberre;46,76;0,15
bujaleuf;45,79;1,63
archigny;46,67;0,68
bussiere galant;45,62;1,05
availles limouzine;46,13;0,65
val d oire et gartempe;46,23;0,9
beaumont st cyr;46,73;0,45
condat sur vienne;45,78;1,24
beaumont st cyr;46,73;0,45
eybouleuf;45,8;1,48
bignoux;46,6;0,47
isle;45,8;1,19
bourg archambault;46,37;1
janailhac;45,65;1,24
brigueil le chantre;46,39;1,09
la jonchere st maurice;46,01;1,48
la bussiere;46,63;0,82
lavignac;45,72;1,12
limoges;45,85;1,25
ceaux en loudun;47,03;0,23
lussac les eglises;46,34;1,18
cernay;46,84;0,3
marval;45,63;0,8
chabournay;46,72;0,27
moissannes;45,87;1,56
champagne le sec;46,19;0,19
montrol senard;46,02;0,95
champniers;46,21;0,33
oradour sur vayres;45,74;0,88
la chapelle mouliere;46,65;0,54
rempnat;45,69;1,86
chatain;46,07;0,44
st pardoux le lac;46,06;1,24
chateau larcher;46,42;0,3
royeres;45,85;1,43
chauvigny;46,55;0,68
st germain les belles;45,61;1,49
chauvigny;46,55;0,68
st julien le petit;45,82;1,71
cherves;46,69;0,03
st leonard de noblat;45,84;1,5
civaux;46,44;0,67
st martin le mault;46,36;1,22
la roche rigault;46,97;0,17
st priest ligoure;45,63;1,3
cloue;46,45;0,16
les salles lavauguyon;45,74;0,69
valence en poitou;46,31;0,21
videix;45,78;0,73
coussay;46,84;0,2
curcay sur dive;47,01;-0,06
curzay sur vonne;46,49;0,04
fleure;46,48;0,52
gencay;46,37;0,41
la grimaudiere;46,8;0,03
guesnes;46,91;0,15
ingrandes;46,87;0,59
l isle jourdain;46,24;0,7
jaunay marigny;46,72;0,37
lathus st remy;46,32;0,94
lauthiers;46,6;0,73
boivre la vallee;46,55;0,09
leignes sur fontaine;46,51;0,76
leugny;46,9;0,69
lhommaize;46,44;0,59
marigny chemereau;46,43;0,22
mauprevoir;46,16;0,52
mazerolles;46,4;0,66
migne auxances;46,63;0,31
moulismes;46,32;0,81
naintre;46,77;0,49
nueil sous faye;46,97;0,27
pouancay;47,09;-0,08
pouant;47,02;0,28
pouille;46,54;0,58
roiffe;47,13;0,05
romagne;46,26;0,3
st georges les baillargeaux;46,66;0,44
st germain;46,58;0,9
st pierre d exideuil;46,16;0,26
st sauvant;46,36;0,08
st saviol;46,14;0,23
saix;47,14;0,01
scorbe clairvaux;46,81;0,41
sevres anxaumont;46,57;0,46
sillars;46,42;0,79
sommieres du clain;46,28;0,37
st martin la pallu;46,73;0,26
verrue;46,87;0,18
vivonne;46,41;0,26
vouille;46,62;0,16
vouleme;46,1;0,24
balledent;46,11;1,22
bessines sur gartempe;46,11;1,36
bosmie l aiguille;45,77;1,2
val d oire et gartempe;46,23;0,9
le chalard;45,55;1,12
champagnac la riviere;45,7;0,91
la chapelle montbrandeix;45,64;0,85
chateau chervix;45,59;1,36
chateauneuf la foret;45,7;1,61
cheissoux;45,83;1,64
cognac la foret;45,84;1
compreignac;46;1,28
cromac;46,36;1,31
dinsac;46,24;1,11
le dorat;46,21;1,07
eyjeaux;45,77;1,38
feytiat;45,81;1,33
folles;46,12;1,46
glandon;45,47;1,23
jabreilles les bordes;46,02;1,52
ladignac le long;45,59;1,11
lauriere;46,08;1,5
limoges;45,85;1,25
limoges;45,85;1,25
magnac bourg;45,6;1,44
mailhac sur benaize;46,31;1,32
meuzac;45,55;1,42
la meyze;45,61;1,19
nantiat;46,01;1,17
pierre buffiere;45,69;1,36
rochechouart;45,82;0,84
st pardoux le lac;46,06;1,24
roziers st georges;45,74;1,56
st amand magnazeix;46,18;1,36
st bazile;45,73;0,81
st jean ligoure;45,69;1,31
st junien les combes;46,09;1,13
st just le martel;45,85;1,39
st leger magnazeix;46,29;1,24
st martial sur isop;46,15;0,87
st priest sous aixe;45,82;1,08
st sornin leulac;46,2;1,3
st yrieix la perche;45,52;1,2
sereilhac;45,77;1,06
vayres;45,77;0,82
veyrac;45,9;1,09
argelos;43,58;-0,62
argelouse;44,37;-0,63
aubagnan;43,66;-0,5
bas mauco;43,79;-0,56
belus;43,59;-1,12
benquet;43,82;-0,51
beylongue;43,92;-0,83
borderes et lamensans;43,78;-0,36
arrenes;46,07;1,57
bourriot bergonce;44,15;-0,21
aubusson;45,95;2,17
bretagne de marsan;43,84;-0,47
aulon;46,09;1,7
cachen;44,08;-0,42
benevent l abbaye;46,12;1,63
campagne;43,86;-0,64
betete;46,36;2,07
cassen;43,76;-0,87
bord st georges;46,25;2,29
castel sarrazin;43,62;-0,79
brousse;45,97;2,45
castets;43,87;-1,14
chambonchard;46,16;2,54
gabarret;43,99;0
chatelard;45,96;2,47
garein;44,05;-0,65
chatelus malvaleix;46,3;2,03
garrey;43,67;-0,89
le chauchet;46,11;2,33
geloux;43,98;-0,64
chavanat;45,95;1,97
gibret;43,68;-0,82
chenerailles;46,11;2,17
gousse;43,77;-0,91
clugnat;46,3;2,12
habas;43,56;-0,93
le compas;46;2,45
herre;44,02;-0,04
la courtine;45,73;2,24
heugas;43,64;-1,08
domeyrot;46,25;2,15
horsarrieu;43,69;-0,6
faux la montagne;45,74;1,94
josse;43,64;-1,24
felletin;45,89;2,18
labastide chalosse;43,62;-0,61
la foret du temple;46,43;1,91
lagrange;43,97;-0,08
genouillac;46,34;1,99
lahosse;43,71;-0,79
lavaufranche;46,31;2,27
laurede;43,76;-0,79
lepinas;46,06;1,94
lencouacq;44,15;-0,39
lizieres;46,21;1,57
lesperon;43,96;-1,08
lourdoueix st pierre;46,4;1,83
le leuy;43,82;-0,65
lourdoueix st pierre;46,4;1,83
liposthey;44,31;-0,89
magnat l etrange;45,8;2,27
lourquen;43,73;-0,79
maison feyne;46,35;1,67
luglon;44,08;-0,72
malleret boussac;46,34;2,15
magescq;43,77;-1,2
montboucher;45,95;1,68
maillas;44,21;-0,18
mortroux;46,4;1,91
maylis;43,69;-0,7
moutier d ahun;46,1;2,06
mimbaste;43,65;-0,96
peyrat la noniere;46,08;2,25
moliets et maa;43,86;-1,36
pontarion;46;1,85
moustey;44,39;-0,75
sagnat;46,31;1,62
nerbis;43,75;-0,72
sannat;46,12;2,42
oeyregave;43,53;-1,1
soumans;46,3;2,33
ondres;43,57;-1,45
sous parsat;46,06;1,98
ozourt;43,66;-0,88
st avit de tardes;45,92;2,3
parentis en born;44,35;-1,07
st dizier masbaraud;46,01;1,71
perquie;43,87;-0,26
st domet;46,05;2,3
pey;43,62;-1,21
st eloi;46,08;1,82
pontenx les forges;44,25;-1,09
ste feyre la montagne;45,9;2,23
pouydesseaux;43,99;-0,35
st fiel;46,21;1,9
rion des landes;43,93;-0,94
st georges la pouge;46;1,96
rion des landes;43,93;-0,94
st junien la bregere;45,88;1,74
roquefort;44,04;-0,33
st marc a loubaud;45,84;1,99
st agnet;43,61;-0,27
st martial le vieux;45,69;2,31
st andre de seignanx;43,57;-1,36
st martin ste catherine;45,94;1,56
st barthelemy;43,52;-1,33
st maurice pres crocq;45,86;2,32
st geours d auribat;43,76;-0,84
st medard la rochette;46,02;2,15
st geours de maremne;43,69;-1,24
st priest;46,09;2,36
st julien d armagnac;43,99;-0,14
st sulpice les champs;45,99;2,02
st julien en born;44,09;-1,25
st vaury;46,2;1,75
st martin de seignanx;43,53;-1,39
tardes;46,14;2,35
st maurice sur adour;43,79;-0,47
la villetelle;45,92;2,34
st paul en born;44,2;-1,15
archignac;45,02;1,29
st paul les dax;43,75;-1,08
auriac du perigord;45,11;1,13
st yaguen;43,9;-0,74
la bachellerie;45,13;1,16
saubion;43,67;-1,33
badefols d ans;45,23;1,2
sorbets;43,64;-0,33
bars;45,09;1,05
tarnos;43,54;-1,46
bassillac et auberoche;45,16;0,89
tilh;43,58;-0,84
bassillac et auberoche;45,16;0,89
le vignau;43,78;-0,29
beaumontois en perigord;44,74;0,75
villeneuve de marsan;43,91;-0,3
pays de belves;44,75;0,97
bergerac;44,85;0,49
besse;44,67;1,11
boisseuilh;45,28;1,18
borreze;44,97;1,39
bouniagues;44,76;0,53
le bourdeix;45,58;0,64
bourg du bost;45,27;0,26
bouzic;44,72;1,22
le bugue;44,93;0,93
le buisson de cadouin;44,82;0,89
campsegret;44,94;0,57
capdrot;44,68;0,95
carlux;44,89;1,36
carsac de gurson;44,94;0,09
castels et bezenac;44,87;1,08
cause de clerans;44,87;0,67
chanterac;45,17;0,44
la chapelle gonaguet;45,23;0,62
les coteaux perigourdins;45,09;1,37
clermont de beauregard;44,95;0,65
condat sur vezere;45,11;1,23
la coquille;45,54;0,97
corgnac sur l isle;45,37;0,94
coubjours;45,24;1,25
coulaures;45,3;0,97
coutures;45,33;0,4
couze et st front;44,83;0,72
cubjac auvezere val d ans;45,23;0,96
la douze;45,07;0,86
dussac;45,4;1,07
echourgnac;45,13;0,22
eglise neuve d issac;44,98;0,43
plaisance;44,7;0,56
eyzerac;45,39;0,9
la feuillade;45,12;1,4
fleurac;45;1
fouleix;44,98;0,67
gabillou;45,21;1,03
grignols;45,08;0,54
hautefort;45,26;1,14
issigeac;44,73;0,61
jumilhac le grand;45,51;1,08
larzac;44,74;1
mareuil en perigord;45,45;0,51
mareuil en perigord;45,45;0,51
mareuil en perigord;45,45;0,51
marsac sur l isle;45,18;0,65
eyraud crempse maurens;44,94;0,48
eyraud crempse maurens;44,94;0,48
mauzens et miremont;44,99;0,93
mayac;45,28;0,95
mensignac;45,22;0,56
minzac;44,96;0,03
monmadales;44,77;0,62
monmarves;44,71;0,61
montagrier;45,27;0,49
montcaret;44,86;0,07
montpon menesterol;45,02;0,16
montrem;45,13;0,58
nabirat;44,77;1,29
negrondes;45,34;0,88
paunat;44,9;0,85
petit bersac;45,27;0,23
port ste foy et ponchapt;44,87;0,22
pressignac vicq;44,89;0,73
queyssac;44,92;0,53
razac d eymet;44,7;0,46
razac sur l isle;45,16;0,61
riberac;45,25;0,34
sagelat;44,78;1,02
st agne;44,84;0,62
st avit de vialard;44,95;0,86
st avit riviere;44,74;0,91
st barthelemy de bellegarde;45,08;0,19
st cernin de labarde;44,76;0,58
st cernin de l herm;44,65;1,05
st cybranet;44,78;1,16
st estephe;45,61;0,66
st front d alemps;45,32;0,79
st georges blancaneix;44,92;0,36
st hilaire d estissac;45,01;0,51
st julien innocence eulalie;44,72;0,39
st laurent des hommes;45,04;0,25
st leon sur vezere;45,02;1,08
st martial de valette;45,51;0,63
st martin de gurson;44,96;0,12
st meard de drone;45,25;0,41
st meard de gurcon;44,91;0,18
st medard de mussidan;45,02;0,33
st michel de villadeix;44,99;0,73
st nexans;44,81;0,55
st pardoux de drone;45,22;0,42
st paul de serre;45,08;0,63
st pierre de chignac;45,11;0,86
st remy;44,96;0,18
st severin d estissac;45,05;0,47
st vincent jalmoutiers;45,18;0,19
saussignac;44,8;0,32
savignac les eglises;45,28;0,91
sigoules et flaugeac;44,75;0,4
simeyrols;44,92;1,34
sourzac;45,05;0,42
tamnies;44,98;1,15
thenac;44,75;0,35
thenon;45,13;1,06
la tour blanche cercles;45,37;0,46
trelissac;45,21;0,78
tremolat;44,87;0,83
urval;44,8;0,94
varaignes;45,61;0,53
vendoire;45,41;0,29
vezac;44,84;1,17
villars;45,42;0,77
vitrac;44,84;1,22
aubiac;44,14;0,57
auradou;44,34;0,81
bazens;44,27;0,43
beaugas;44,51;0,62
blanquefort sur briolance;44,61;0,96
blaymont;44,29;0,86
bon encontre;44,21;0,69
boudy de beauregard;44,54;0,68
brax;44,2;0,56
cambes;44,6;0,28
castella;44,31;0,69
castillonnes;44,64;0,61
cocumont;44,45;0,03
couthures sur garonne;44,52;0,07
damazan;44,29;0,28
dausse;44,39;0,89
fals;44,11;0,69
gontaud de nogaret;44,46;0,29
labastide castel amouroux;44,35;0,13
labretonie;44,49;0,37
lachapelle;44,57;0,26
lafitte sur lot;44,35;0,44
lannes;44,02;0,29
laroque timbaut;44,28;0,76
laugnac;44,3;0,61
longueville;44,46;0,22
massels;44,32;0,86
mazieres naresse;44,66;0,71
meilhan sur garonne;44,51;0,03
moirax;44,14;0,61
monbahus;44,54;0,52
monheurt;44,33;0,31
monsegur;44,48;0,88
montignac toupinerie;44,55;0,35
peyriere;44,58;0,31
pinderes;44,27;0
poudenas;44,04;0,2
puysserampion;44,6;0,32
rayet;44,67;0,77
razimet;44,35;0,23
reaup lisse;44,1;0,21
la reunion;44,28;0,12
rives;44,66;0,74
roquefort;44,18;0,56
roumagne;44,63;0,34
ste colombe de duras;44,7;0,12
st etienne de villereal;44,61;0,76
st eutrope de born;44,58;0,71
ste gemme martaillac;44,37;0,16
st geraud;44,62;0,16
st jean de thurac;44,16;0,74
st leon;44,29;0,24
ste maure de peyriac;44,01;0,15
st nicolas de la balerme;44,13;0,76
st pardoux du breuil;44,47;0,2
st pardoux isaac;44,61;0,38
st romain le noble;44,15;0,78
st sixte;44,13;0,78
saumejan;44,23;-0,02
segalas;44,59;0,53
sembas;44,32;0,65
senestis;44,42;0,24
serignac peboudou;44,62;0,53
tournon d agenais;44,39;1
tourtres;44,51;0,42
trentels;44,45;0,86
vares;44,43;0,36
villeneuve de duras;44,74;0,24
villeneuve sur lot;44,42;0,74
aiffres;46,28;-0,41
argentonnay;46,97;-0,42
argentonnay;46,97;-0,42
aubigny;46,73;-0,11
azay le brule;46,4;-0,27
azay sur thouet;46,62;-0,36
beaussais vitre;46,28;-0,17
beceleuf;46,48;-0,51
bessines;46,29;-0,51
la creche;46,37;-0,31
bressuire;46,85;-0,48
brioux sur boutonne;46,14;-0,22
celles sur belle;46,24;-0,22
celles sur belle;46,24;-0,22
cerizay;46,82;-0,67
champdeniers;46,48;-0,38
la chapelle baton;46,47;-0,32
la chapelle st laurent;46,73;-0,47
beugnon thireuil;46,57;-0,55
beugnon thireuil;46,57;-0,55
plaine d argenson;46,13;-0,48
mauleon;46,95;-0,75
mauleon;46,95;-0,75
chef boutonne;46,12;-0,1
cherigne;46,11;-0,17
le chillou;46,77;-0,12
chize;46,11;-0,36
clesse;46,72;-0,4
combrand;46,86;-0,7
coulonges thouarsais;46,92;-0,33
exireuil;46,45;-0,18
fenioux;46,54;-0,49
la ferriere en parthenay;46,65;-0,08
la foret sur sevre;46,76;-0,65
la foret sur sevre;46,76;-0,65
les forges;46,54;-0,02
glenay;46,86;-0,24
granzay gript;46,23;-0,48
irais;46,88;-0,1
loubille;46,04;-0,06
louzy;47,02;-0,18
lusseray;46,14;-0,17
magne;46,31;-0,56
maisonnay;46,19;-0,05
marigny;46,19;-0,42
mauze sur le mignon;46,19;-0,64
artigues pres bordeaux;44,86;-0,49
melle;46,22;-0,15
audenge;44,71;-0,94
melleran;46,13;0,01
auros;44,51;-0,16
moncoutant sur sevre;46,71;-0,59
balizac;44,49;-0,45
la mothe st heray;46,35;-0,12
barie;44,57;-0,11
neuvy bouin;46,68;-0,45
barsac;44,6;-0,32
nueil les aubiers;46,94;-0,6
baurech;44,73;-0,43
plaine et vallees;46,92;-0,08
bazas;44,44;-0,21
plaine et vallees;46,92;-0,08
beautiran;44,7;-0,46
plaine et vallees;46,92;-0,08
begadan;45,37;-0,88
oroux;46,69;-0,09
belin beliet;44,49;-0,79
pas de jeu;46,98;-0,06
bellefond;44,77;-0,17
la peyratte;46,66;-0,16
bernos beaulac;44,36;-0,26
pierrefitte;46,87;-0,3
biganos;44,66;-0,95
le pin;46,88;-0,65
bonnetan;44,82;-0,41
pliboux;46,17;0,12
bonzac;45,01;-0,22
pougne herisson;46,66;-0,41
bossugan;44,79;-0,05
le retail;46,56;-0,43
brannens;44,52;-0,15
st aubin du plain;46,92;-0,47
cadarsac;44,86;-0,28
st christophe sur roc;46,45;-0,36
camblanes et meynac;44,77;-0,48
st cyr la lande;47,05;-0,15
capian;44,72;-0,33
st marc la lande;46,53;-0,36
captieux;44,25;-0,28
st martin de macon;47,02;-0,11
castelviel;44,67;-0,15
st maxire;46,4;-0,48
castres gironde;44,69;-0,46
ste neomaye;46,36;-0,26
caudrot;44,59;-0,14
st pompain;46,42;-0,6
cauvignac;44,42;-0,07
st remy;46,37;-0,52
cavignac;45,1;-0,38
st romans des champs;46,2;-0,35
cazats;44,47;-0,2
scille;46,6;-0,56
cazaugitat;44,72;0,01
secondigne sur belle;46,16;-0,31
cestas;44,72;-0,73
secondigny;46,61;-0,44
civrac de blaye;45,11;-0,46
sepvret;46,29;-0,09
civrac sur dordogne;44,83;-0,08
surin;46,47;-0,46
civrac en medoc;45,34;-0,92
thouars;46,97;-0,25
cleyrac;44,72;-0,04
val du mignon;46,16;-0,59
coutras;45,04;-0,11
le vanneau irleau;46,3;-0,64
cubzac les ponts;44,97;-0,45
vanzay;46,23;0,11
daubeze;44,71;-0,13
vernoux sur boutonne;46,16;-0,26
les eglisottes et chalaures;45,09;-0,03
le vert;46,1;-0,4
escaudes;44,31;-0,21
villiers en plaine;46,41;-0,54
etauliers;45,22;-0,58
flaujagues;44,83;0,02
fours;45,17;-0,63
fronsac;44,92;-0,28
gauriaguet;45,05;-0,4
generac;45,17;-0,55
gironde sur dropt;44,59;-0,09
grayan et l hopital;45,44;-1,11
guillac;44,8;-0,21
guillos;44,55;-0,52
le haillan;44,87;-0,68
isle st georges;44,73;-0,47
lagorce;45,08;-0,16
lalande de pomerol;44,96;-0,21
landerrouat;44,74;0,16
landerrouet sur segur;44,65;-0,02
langoiran;44,71;-0,37
lanton;44,77;-0,98
laroque;44,66;-0,31
lartigue;44,25;-0,09
lege cap ferret;44,76;-1,19
lesparre medoc;45,28;-0,93
lignan de bordeaux;44,79;-0,43
listrac de dureze;44,76;0,03
loupiac;44,63;-0,29
loupiac de la reole;44,54;-0,04
lugasson;44,76;-0,15
maransin;45,07;-0,25
massugas;44,77;0,1
mazeres;44,5;-0,25
mazion;45,17;-0,61
mesterrieux;44,64;-0,01
mios;44,62;-0,9
morizes;44,61;-0,1
naujan et postiac;44,79;-0,18
perissac;45,02;-0,32
pessac;44,79;-0,68
pessac sur dordogne;44,82;0,09
petit palais et cornemps;44,98;-0,06
le pian medoc;44,96;-0,67
podensac;44,65;-0,36
puisseguin;44,93;-0,06
abzac;45,01;-0,13
quinsac;44,75;-0,49
ambares et lagrave;44,94;-0,5
reignac;45,23;-0,52
andernos les bains;44,75;-1,08
rimons;44,67;0,01
porte de benauge;44,68;-0,24
st avit st nazaire;44,85;0,28
porte de benauge;44,68;-0,24
st brice;44,69;-0,14
ares;44,8;-1,08
st denis de pile;44,99;-0,18
auriolles;44,74;0,04
ste eulalie;44,9;-0,48
avensan;45,01;-0,76
ste foy la grande;44,84;0,22
ayguemorte les graves;44,7;-0,48
st genes de castillon;44,9;-0,06
bagas;44,62;-0,05
st genes de lombaud;44,75;-0,38
le barp;44,63;-0,75
st genis du bois;44,7;-0,18
berson;45,12;-0,57
st laurent du plan;44,63;-0,12
berthez;44,48;-0,13
st leger de balson;44,43;-0,44
les billaux;44,96;-0,24
st mariens;45,12;-0,4
blaignan prignac;45,32;-0,89
st martin de sescas;44,59;-0,17
bordeaux;44,86;-0,57
st pardon de conques;44,55;-0,19
bordeaux;44,86;-0,57
st pierre de bat;44,67;-0,22
brach;45,04;-0,95
st quentin de baron;44,82;-0,28
budos;44,53;-0,4
st quentin de caplong;44,8;0,14
cadillac;44,64;-0,31
st romain la virvee;44,96;-0,41
camiran;44,63;-0,07
st selve;44,65;-0,47
carcans;45,08;-1,05
st vincent de paul;44,97;-0,48
carignan de bordeaux;44,81;-0,47
sigalens;44,46;-0,03
caumont;44,7;-0,01
soulignac;44,7;-0,29
cazalis;44,33;-0,39
soussac;44,74;0,01
cenac;44,78;-0,46
le taillan medoc;44,91;-0,68
cenon;44,85;-0,52
taillecavat;44,65;0,16
cessac;44,74;-0,19
le teich;44,58;-1,02
cezac;45,08;-0,45
tizac de curton;44,82;-0,24
coimeres;44,5;-0,21
le tourne;44,72;-0,4
daignac;44,8;-0,24
le tuzan;44,45;-0,6
dieulivol;44,68;0,1
uzeste;44,43;-0,32
donnezac;45,23;-0,44
verac;44,99;-0,34
donzac;44,65;-0,26
virsac;45,03;-0,44
eyrans;45,19;-0,61
fargues;44,54;-0,3
floirac;44,83;-0,52
fontet;44,56;-0,03
francs;44,94;0
gaillan en medoc;45,31;-0,99
gajac;44,44;-0,14
gans;44,45;-0,13
giscos;44,27;-0,16
amure;46,26;-0,61
grignols;44,41;-0,03
arcais;46,3;-0,7
haux;44,74;-0,37
argentonnay;46,97;-0,42
illats;44,61;-0,38
loretz d argenton;47,07;-0,27
izon;44,92;-0,36
assais les jumeaux;46,79;-0,07
labescau;44,45;-0,08
availles thouarsais;46,85;-0,14
lamarque;45,09;-0,71
beauvoir sur niort;46,18;-0,47
langon;44,54;-0,24
boisme;46,78;-0,43
lansac;45,06;-0,53
bougon;46,37;-0,06
lanton;44,77;-0,98
bressuire;46,85;-0,48
lege cap ferret;44,76;-1,19
bressuire;46,85;-0,48
leogeats;44,51;-0,36
bretignolles;46,87;-0,6
loubens;44,63;-0,02
brion pres thouet;47,05;-0,19
macau;45;-0,61
le busseau;46,58;-0,59
madirac;44,76;-0,4
celles sur belle;46,24;-0,22
marcenais;45,06;-0,34
val en vignes;47,04;-0,35
marions;44,37;-0,09
mauleon;46,95;-0,75
merignas;44,79;-0,08
mauleon;46,95;-0,75
mios;44,62;-0,9
chatillon sur thouet;46,67;-0,26
mombrier;45,08;-0,55
chef boutonne;46,12;-0,1
mongauzy;44,57;0,03
chef boutonne;46,12;-0,1
montussan;44,88;-0,43
clave;46,5;-0,2
moulon;44,86;-0,22
clussais la pommeraie;46,19;0,03
noaillan;44,48;-0,36
couture d argenson;46;-0,08
origne;44,5;-0,51
doux;46,74;0,01
pauillac;45,2;-0,76
echire;46,39;-0,43
peujard;45,05;-0,43
fontenille st martin entraigues;46,11;-0,13
plassac;45,1;-0,65
fontenille st martin entraigues;46,11;-0,13
pomerol;44,93;-0,21
la foret sur sevre;46,76;-0,65
pompejac;44,4;-0,3
geay;46,87;-0,35
porcheres;45,04;0
germond rouvre;46,45;-0,42
prechac;44,39;-0,37
alloinay;46,15;-0,04
pugnac;45,08;-0,5
valdelaume;46,09;0
saillans;44,96;-0,27
valdelaume;46,09;0
st andre du bois;44,61;-0,19
juille;46,11;-0,22
st aubin de blaye;45,26;-0,57
lageon;46,73;-0,25
st aubin de branne;44,81;-0,17
largeasse;46,68;-0,51
st avit de soulege;44,81;0,12
loubigne;46,08;-0,08
st ciers de canesse;45,09;-0,6
maire levescault;46,16;0,08
ste colombe;44,88;-0,06
maisontiers;46,78;-0,26
st emilion;44,9;-0,17
marnes;46,85;-0,02
ste florence;44,82;-0,09
menigoute;46,49;-0,07
st germain de grave;44,62;-0,22
moncoutant sur sevre;46,71;-0,59
st germain d esteuil;45,25;-0,9
montalembert;46,1;0,17
st germain de la riviere;44,94;-0,33
aigondigne;46,29;-0,27
ste helene;44,97;-0,91
niort;46,33;-0,47
st jean d illac;44,79;-0,82
pompaire;46,62;-0,24
st laurent medoc;45,14;-0,86
prailles la couarde;46,32;-0,18
st laurent du bois;44,64;-0,14
pressigny;46,75;-0,09
st leon;44,77;-0,28
prin deyrancon;46,22;-0,65
st loubes;44,92;-0,43
reffannes;46,54;-0,19
st macaire;44,56;-0,23
st gelais;46,38;-0,39
st martial;44,63;-0,18
st georges de rex;46,27;-0,66
st martin de lerm;44,65;-0,04
st germain de longue chaume;46,72;-0,34
st morillon;44,64;-0,52
st hilaire la palud;46,26;-0,72
st palais;45,31;-0,6
st loup lamaire;46,77;-0,16
st pey de castets;44,82;-0,06
st maurice etusson;47,03;-0,52
st philippe d aiguille;44,92;-0,04
st pardoux soutiers;46,58;-0,31
st pierre d aurillac;44,58;-0,19
st romans les melle;46,21;-0,2
st seurin de cursac;45,16;-0,63
st vincent la chatre;46,21;-0,04
st symphorien;44,42;-0,54
salles;46,39;-0,1
st vivien de blaye;45,1;-0,51
sciecq;46,37;-0,47
salles;44,54;-0,88
seligne;46,14;-0,27
saucats;44,65;-0,63
thenezay;46,71;-0,04
sauternes;44,53;-0,34
val du mignon;46,16;-0,59
sauveterre de guyenne;44,7;-0,08
vallans;46,22;-0,55
sauviac;44,4;-0,18
vancais;46,3;0,04
savignac de l isle;44,99;-0,24
vasles;46,57;-0,05
targon;44,73;-0,27
vausseroux;46,56;-0,14
la teste de buch;44,56;-1,17
villemain;46,02;-0,11
le verdon sur mer;45,54;-1,06
villiers sur chize;46,1;-0,3
villegouge;44,97;-0,31
vouhe;46,56;-0,26
virelade;44,65;-0,4
vouille;46,32;-0,36
xaintray;46,5;-0,48
avanton;46,66;0,3
bellefonds;46,65;0,61
bonneuil matours;46,68;0,57
bouresse;46,36;0,58
brux;46,25;0,19
chouppes;46,81;0,17
civray;46,14;0,3
valence en poitou;46,31;0,21
