label;latitude;longitude
st christophe en brionnais;46,29;4,19
st cyr;46,68;4,9
ste helene;46,76;4,63
st julien de civry;46,37;4,22
st julien de jonzy;46,25;4,14
st laurent d andenay;46,73;4,51
st marcelin de cray;46,57;4,52
st mard de vaux;46,81;4,67
st martin la patrouille;46,58;4,54
st micaud;46,69;4,53
st romain sous versigny;46,65;4,18
st symphorien de marmagne;46,83;4,32
st vallier;46,64;4,36
sampigny les maranges;46,9;4,65
sarry;46,31;4,11
sassenay;46,83;4,92
sennecey le grand;46,64;4,89
sermesse;46,89;5,09
sivignon;46,43;4,5
solutre pouilly;46,29;4,72
la tagniere;46,8;4,22
uchon;46,81;4,26
varennes les macon;46,27;4,81
vaux en pre;46,62;4,6
verdun sur le doubs;46,89;5,01
verosvres;46,4;4,44
versaugues;46,37;4,07
clux villeneuve;46,96;5,18
vincelles;46,66;5,23
abergement le grand;46,91;5,68
andelot morval;46,42;5,43
andelot morval;46,42;5,43
aromas;46,31;5,49
la chailleuse;46,58;5,53
balaiseaux;46,97;5,46
barretaine;46,81;5,72
baume les messieurs;46,7;5,65
beffia;46,53;5,55
besain;46,79;5,8
bief des maisons;46,7;6,05
blois sur seille;46,75;5,67
bonlieu;46,6;5,86
bornay;46,61;5,55
bourg de sirod;46,73;5,96
censeau;46,82;6,08
cernon;46,41;5,64
chamberia;46,47;5,57
la chapelle sur furieuse;46,99;5,86
chapelle voland;46,8;5,38
chapois;46,83;5,97
charcier;46,63;5,76
la charme;46,85;5,55
la chatelaine;46,86;5,82
chatelneuf;46,67;5,91
chaussin;46,97;5,4
chaux du dombief;46,61;5,91
la chaux en bresse;46,83;5,48
chaveria;46,5;5,56
chene sec;46,86;5,44
choisey;47,06;5,45
clairvaux les lacs;46,56;5,75
cogna;46,59;5,77
colonne;46,88;5,57
conte;46,75;6,01
crotenay;46,76;5,81
les crozets;46,46;5,8
cuvier;46,84;6,07
dampierre;47,17;5,74
dole;47,08;5,5
dournon;46,93;5,97
entre deux monts;46,64;5,96
val d epy;46,39;5,4
val d epy;46,39;5,4
foncine le bas;46,63;6,03
la frasnee;46,56;5,8
frebuans;46,65;5,48
gendrey;47,2;5,68
genod;46,36;5,53
gevry;47,04;5,45
gredisans;47,16;5,52
jouhe;47,14;5,49
lac des rouges truites;46,6;6,01
montlainsia;46,38;5,48
lajoux;46,39;6,01
lamoura;46,41;5,98
le latet;46,8;5,94
valzin en petite montagne;46,43;5,59
valzin en petite montagne;46,43;5,59
marnoz;46,95;5,84
menetru le vignoble;46,77;5,64
menotey;47,17;5,5
mignovillard;46,78;6,14
moirans en montagne;46,44;5,74
chassal molinges;46,36;5,78
montagna le reconduit;46,46;5,39
montbarrey;47,02;5,64
monteplain;47,16;5,71
montmorot;46,69;5,52
mont sous vaudrey;46,96;5,59
hauts de bienne;46,51;6
mutigney;47,28;5,53
les trois chateaux;46,42;5,36
ney;46,73;5,89
oussieres;46,91;5,6
la pesse;46,29;5,85
le pin;46,71;5,57
plenise;46,82;6,02
pointre;47,22;5,49
port lesney;47;5,82
premanon;46,45;6,03
premanon;46,45;6,03
premanon;46,45;6,03
publy;46,63;5,65
ranchot;47,16;5,72
ravilloles;46,43;5,8
relans;46,77;5,44
la rixouse;46,47;5,87
rix;46,76;6,06
rochefort sur nenon;47,12;5,56
rogna;46,33;5,74
romain;47,21;5,72
romange;47,16;5,59
rosay;46,53;5,45
saffloz;46,67;5,86
st amour;46,44;5,34
st claude;46,41;5,88
st claude;46,41;5,88
val suran;46,39;5,44
saligney;47,22;5,64
sergenon;46,9;5,47
thervay;47,24;5,61
thoiria;46,52;5,75
toulouse le chateau;46,82;5,58
tourmont;46,87;5,67
trenal;46,64;5,46
vaux les st claude;46,35;5,73
vers en montagne;46,82;5,91
villers les bois;46,93;5,57
abergement le petit;46,91;5,7
val sonnette;46,6;5,46
abergement les thesy;46,91;5,95
viry;46,3;5,73
amange;47,17;5,56
archelange;47,15;5,52
aromas;46,31;5,49
asnans beauvoisin;46,94;5,4
asnans beauvoisin;46,94;5,4
audelange;47,14;5,58
augerans;47,03;5,58
balanod;46,46;5,35
la barre;47,16;5,69
baume les messieurs;46,7;5,65
bersaillin;46,86;5,6
biefmorin;46,9;5,53
blye;46,63;5,7
bois d amont;46,54;6,13
bois de gand;46,83;5,5
la boissiere;46,42;5,52
bonnefontaine;46,73;5,75
brans;47,22;5,57
brevans;47,1;5,52
briod;46,66;5,63
broissia;46,36;5,43
chainee des coupis;46,92;5,43
champagne sur loue;47,03;5,81
chatenois;47,15;5,55
nanchez;46,5;5,86
st hymetiere sur valouse;46,35;5,57
chilly le vignoble;46,66;5,5
cize;46,72;5,92
coiserette;46,34;5,83
condamine;46,65;5,43
condes;46,33;5,62
conliege;46,65;5,61
cornod;46,31;5,55
courlans;46,68;5,49
cousance;46,53;5,38
hauteroche;46,7;5,7
cuisia;46,55;5,4
dammartin marpain;47,25;5,55
dampierre;47,17;5,74
eclans nenon;47,1;5,61
les essards taignevaux;46,9;5,42
evans;47,18;5,77
le fied;46,77;5,72
fontainebrux;46,7;5,44
fort du plasne;46,62;5,98
foucherans;47,09;5,44
fraisans;47,12;5,76
frasne les meulieres;47,2;5,5
gatey;46,95;5,46
grozon;46,89;5,69
montlainsia;46,38;5,48
largillay marsonnay;46,56;5,67
lavans les dole;47,16;5,63
lavans les st claude;46,39;5,77
lescheres;46,46;5,83
loisia;46,49;5,46
lombard;46,78;5,51
longwy sur le doubs;46,97;5,35
la marre;46,73;5,7
martigna;46,39;5,7
maynal;46,57;5,41
meussia;46,49;5,74
mieges;46,79;6,05
miery;46,81;5,67
moiron;46,64;5,56
montcusel;46,36;5,66
montfleur;46,33;5,45
montmarlon;46,87;5,97
montmorot;46,69;5,52
mont sur monnet;46,7;5,84
mouchard;46,98;5,79
les trois chateaux;46,42;5,36
nogna;46,6;5,64
onglieres;46,8;6
orchamps;47,15;5,67
ougney;47,24;5,66
ounans;46,99;5,66
perrigny;46,68;5,6
pillemoine;46,7;5,91
les planches en montagne;46,66;6
plenisette;46,8;6,02
pleure;46,92;5,46
reithouse;46,56;5,56
les rousses;46,5;6,07
annay sur serein;47,73;3,96
ruffey sur seille;46,73;5,5
appoigny;47,87;3,52
st lothain;46,83;5,64
arces dilo;48,1;3,59
coteaux du lizon;46,41;5,8
arces dilo;48,1;3,59
st maurice crillat;46,57;5,83
armeau;48,05;3,34
salins les bains;46,95;5,9
asquins;47,49;3,75
sapois;46,75;5,95
avallon;47,48;3,92
sarrogna;46,47;5,62
baon;47,86;4,14
sarrogna;46,47;5,62
bellechaume;48,05;3,58
sellieres;46,83;5,56
beugnon;48,02;3,8
septmoncel les molunes;46,36;5,93
blacy;47,58;4,04
sergenaux;46,89;5,46
bleigny le carreau;47,83;3,68
sermange;47,2;5,65
bussy le repos;48,05;3,22
sirod;46,72;5,99
chamoux;47,46;3,66
taxenne;47,22;5,69
la chapelle sur oreuse;48,29;3,3
thoissia;46,43;5,4
charny oree de puisaye;47,87;3,12
veria;46,46;5,42
charny oree de puisaye;47,87;3,12
le vernois;46,73;5,59
charny oree de puisaye;47,87;3,12
vers sous sellieres;46,82;5,53
charny oree de puisaye;47,87;3,12
vertamboz;46,6;5,75
charny oree de puisaye;47,87;3,12
la vieille loye;47,06;5,63
chaumot;48,08;3,2
villard st sauveur;46,36;5,86
cheroy;48,2;3,01
villers robert;46,97;5,52
chichery;47,91;3,51
villette les dole;47,04;5,49
collan;47,84;3,87
villevieux;46,73;5,45
collemiers;48,15;3,22
vitreux;47,25;5,68
compigny;48,37;3,28
vulvoz;46,32;5,79
coulanges la vineuse;47,7;3,59
aresches;46,89;5,92
courgenay;48,29;3,55
courtoin;48,12;3,11
coutarnoux;47,6;3,94
cudot;47,98;3,17
cuy;48,26;3,27
domats;48,12;3,06
domecy sur cure;47,41;3,81
dye;47,89;3,86
escamps;47,72;3,47
etivey;47,67;4,15
festigny;47,56;3,53
fontaine la gaillarde;48,22;3,4
fouronnes;47,61;3,56
girolles;47,55;3,84
gland;47,82;4,22
guillon terre plaine;47,53;4,07
jaulges;47,96;3,79
jully;47,77;4,3
junay;47,88;3,94
lainsecq;47,55;3,28
licheres sur yonne;47,49;3,59
lignorelles;47,86;3,73
lucy sur cure;47,64;3,76
lucy sur yonne;47,52;3,57
magny;47,47;3,97
mailly la ville;47,59;3,69
menades;47,44;3,83
mere;47,9;3,82
merry sec;47,66;3,49
merry sur yonne;47,56;3,64
michery;48,31;3,25
mont st sulpice;47,95;3,63
mouffy;47,65;3,51
moutiers en puisaye;47,61;3,17
noe;48,15;3,4
les ormes;47,85;3,26
ormoy;47,96;3,57
paron;48,19;3,24
paroy en othe;48,03;3,58
passy;48,11;3,3
pierre perthuis;47,43;3,79
poilly sur tholon;47,85;3,4
pontaubert;47,49;3,87
precy sur vrin;47,97;3,23
pregilbert;47,64;3,68
quincerot;47,94;4,17
rogny les sept ecluses;47,74;2,89
roncheres;47,66;3,12
rousson;48,09;3,26
st bris le vineux;47,74;3,66
ste colombe;47,57;3,96
st fargeau;47,64;3,09
st leger vauban;47,37;4,06
st loup d ordon;48,01;3,14
ste magnance;47,45;4,08
st maurice le vieil;47,82;3,37
st more;47,58;3,77
st pere;47,46;3,78
saints en puisaye;47,62;3,27
ste vertu;47,74;3,91
seignelay;47,9;3,59
senan;47,91;3,36
soumaintrain;48,02;3,84
les hauts de forterre;47,61;3,43
tanlay;47,84;4,09
tannerre en puisaye;47,74;3,14
thury;47,59;3,3
tissey;47,86;3,9
tonnerre;47,84;3,98
treigny perreuse ste colombe;47,56;3,19
trichey;47,92;4,14
tronchoy;47,93;3,95
trucy sur yonne;47,63;3,65
vault de lugny;47,5;3,84
vergigny;47,96;3,7
vermenton;47,67;3,79
villecien;48,01;3,34
villeneuve st salves;47,85;3,64
villeneuve sur yonne;48,08;3,32
villiers les hauts;47,72;4,15
villon;47,9;4,19
vincelles;47,69;3,63
viviers;47,81;3,92
angeot;47,7;7,01
banvillars;47,59;6,81
boron;47,55;7,01
botans;47,6;6,85
brebotte;47,58;6,97
charmois;47,58;6,94
chevremont;47,63;6,93
courtelevant;47,53;7,08
cravanche;47,65;6,83
cunelieres;47,63;6,99
danjoutin;47,62;6,87
essert;47,64;6,81
feche l eglise;47,5;6,96
florimont;47,54;7,05
foussemagne;47,64;7
lariviere;47,68;6,99
leval;47,73;6,99
montbouton;47,47;6,93
rechesy;47,52;7,12
autrechene;47,59;6,96
st germain le chatelet;47,7;6,96
sevenans;47,59;6,87
vetrigne;47,67;6,89
montholon;47,89;3,32
ancy le libre;47,81;4,15
arthonnay;47,93;4,23
augy;47,77;3,62
auxerre;47,79;3,58
beauvoir;47,79;3,38
la belliole;48,14;3,09
brosses;47,53;3,69
cezy;48;3,32
chablis;47,81;3,79
champlost;48,04;3,65
charmoy;47,94;3,49
charny oree de puisaye;47,87;3,12
charny oree de puisaye;47,87;3,12
charny oree de puisaye;47,87;3,12
cheney;47,91;3,96
cheny;47,95;3,54
chevannes;47,75;3,49
coulanges sur yonne;47,54;3,52
cruzy le chatel;47,87;4,23
diges;47,72;3,4
dixmont;48,08;3,42
domecy sur le vault;47,49;3,81
egleny;47,81;3,38
egriselles le bocage;48,11;3,18
epineau les voves;47,95;3,47
esnon;48,01;3,57
flacy;48,21;3,59
fleury la vallee;47,87;3,44
fournaudin;48,15;3,65
gigny;47,83;4,31
guillon terre plaine;47,53;4,07
guillon terre plaine;47,53;4,07
hauterive;47,93;3,61
hery;47,9;3,64
l isle sur serein;47,59;4,02
joux la ville;47,62;3,87
lailly;48,26;3,5
laroche st cydroine;47,97;3,47
licheres pres aigremont;47,72;3,84
lindry;47,8;3,43
maillot;48,17;3,31
mailly le chateau;47,58;3,6
malay le grand;48,16;3,35
maligny;47,87;3,8
mercy;48,03;3,63
merry la vallee;47,79;3,31
mige;47,68;3,53
montillot;47,51;3,72
moulins en tonnerrois;47,73;4,04
noyers;47,7;3,98
ouanne;47,66;3,42
parly;47,76;3,35
percey;47,97;3,84
pont sur yonne;48,28;3,19
prehy;47,75;3,79
provency;47,54;3,95
quarre les tombes;47,36;4
roffey;47,91;3,91
sainpuits;47,51;3,25
st andre en terre plaine;47,48;4,05
st fargeau;47,64;3,09
st florentin;48;3,7
st florentin;48;3,7
st martin du tertre;48,21;3,24
st martin sur armancon;47,88;4,07
sambourg;47,77;4,01
serbonnes;48,33;3,21
sommecaise;47,84;3,22
stigny;47,78;4,24
les hauts de forterre;47,61;3,43
tanlay;47,84;4,09
treigny perreuse ste colombe;47,56;3,19
turny;48,07;3,73
vallan;47,75;3,54
vaumort;48,14;3,44
venoy;47,81;3,65
vernoy;48,09;3,13
vezelay;47,45;3,71
villenavotte;48,24;3,23
villeneuve l archeveque;48,24;3,56
villevallier;48,03;3,34
vireaux;47,79;4,04
voutenay sur cure;47,56;3,79
anjoutey;47,7;6,93
argiesans;47,6;6,82
bessoncourt;47,65;6,94
bethonvilliers;47,68;6,97
bourogne;47,56;6,91
chaux;47,71;6,84
chavannes les grands;47,59;7,05
eguenigue;47,68;6,93
frais;47,65;6,98
grosmagny;47,72;6,88
lepuix neuf;47,54;7,11
mezire;47,53;6,92
recouvrance;47,57;6,98
reppe;47,66;7,03
vezelois;47,61;6,92
montholon;47,89;3,32
montholon;47,89;3,32
aisy sur armancon;47,66;4,21
ancy le franc;47,78;4,16
annoux;47,62;4,05
arcy sur cure;47,6;3,76
argentenay;47,82;4,11
bagneaux;48,25;3,59
bassou;47,92;3,51
bazarnes;47,66;3,64
beaumont;47,91;3,56
beauvilliers;47,41;4,04
beon;47,95;3,31
bierry les belles fontaines;47,62;4,18
blannay;47,53;3,76
bleneau;47,7;2,95
bois d arcy;47,55;3,72
brienon sur armancon;48;3,62
brion;48;3,48
bussieres;47,43;4,05
bussy en othe;48,04;3,51
butteaux;47,98;3,82
cerisiers;48,12;3,5
chablis;47,81;3,79
chailley;48,09;3,69
champignelles;47,78;3,08
champigny;48,3;3,13
chamvres;47,96;3,35
la chapelle vaupelteigne;47,84;3,77
charbuy;47,83;3,47
charentenay;47,64;3,56
charny oree de puisaye;47,87;3,12
chassy;47,85;3,33
chatel gerard;47,63;4,11
chichee;47,78;3,83
chitry;47,77;3,7
coulangeron;47,68;3,47
courlon sur yonne;48,35;3,18
courtois sur yonne;48,23;3,25
deux rivieres;47,68;3,71
deux rivieres;47,68;3,71
cry;47,7;4,23
dollot;48,21;3,06
dracy;47,75;3,23
etais la sauvin;47,51;3,35
foissy les vezelay;47,44;3,76
fontaines;47,69;3,26
fontenoy;47,65;3,29
fulvy;47,74;4,16
givry;47,51;3,79
grimault;47,66;3,98
gron;48,15;3,26
guillon terre plaine;47,53;4,07
gurgy;47,88;3,56
jouancy;47,67;4,04
jouy;48,17;2,97
lain;47,61;3,34
lavau;47,6;3
leugny;47,69;3,37
lezinnes;47,8;4,07
marmeaux;47,59;4,11
marsangy;48,11;3,25
massangis;47,63;3,98
moneteau;47,85;3,59
moneteau;47,85;3,59
montacher villegardin;48,17;3,03
montigny la resle;47,86;3,68
montreal;47,55;4,05
nuits;47,72;4,2
pacy sur armancon;47,77;4,08
paroy sur tholon;47,95;3,38
perrigny;47,83;3,53
piffonds;48,06;3,14
pimelles;47,84;4,17
pontigny;47,91;3,72
pont sur vanne;48,2;3,44
pourrain;47,77;3,41
ravieres;47,74;4,25
rouvray;47,9;3,67
rugny;47,9;4,15
le val d ocre;47,82;3,3
le val d ocre;47,82;3,3
st aubin sur yonne;48;3,36
st denis les sens;48,24;3,27
st martin des champs;47,66;3,03
ste pallaye;47,65;3,68
st serotin;48,25;3,16
sarry;47,67;4,08
sauvigny le beureal;47,48;4,11
sennevoy le haut;47,81;4,26
sery;47,62;3,69
les sieges;48,17;3,53
sormery;48,11;3,76
soucy;48,25;3,33
sougeres en puisaye;47,56;3,35
tharoiseau;47,46;3,81
tharot;47,53;3,86
les vallees de la vanne;48,18;3,47
thizy;47,58;4,06
treigny perreuse ste colombe;47,56;3,19
val de mercy;47,67;3,59
vallery;48,23;3,05
vaudeurs;48,13;3,56
vergigny;47,96;3,7
verlin;48,02;3,22
veron;48,13;3,33
villeblevin;48,33;3,09
villefargeau;47,79;3,49
villeneuve les genets;47,74;3,08
villeperrot;48,26;3,21
perceneige;48,35;3,41
perceneige;48,35;3,41
villiers st benoit;47,78;3,22
villiers st benoit;47,78;3,22
villy;47,87;3,75
vincelottes;47,71;3,64
yrouerre;47,79;3,96
andelnans;47,6;6,87
bavilliers;47,62;6,83
bretagne;47,59;7
chatenois les forges;47,56;6,83
croix;47,44;6,95
delle;47,51;7
eloie;47,69;6,87
etueffont;47,72;6,92
evette salbert;47,67;6,8
lachapelle sous chaux;47,7;6,8
lacollonge;47,66;6,96
lagrange;47,68;6,98
lamadeleine val des anges;47,76;6,91
menoncourt;47,68;6,95
meroux moval;47,59;6,91
offemont;47,66;6,87
perouse;47,64;6,89
petitmagny;47,72;6,9
phaffans;47,66;6,94
romagny sous rougemont;47,72;6,97
roppe;47,68;6,91
rougemont le chateau;47,75;6,95
st dizier l eveque;47,47;6,96
urcerey;47,61;6,8
solaure en diois;44,71;5,39
aleyrac;44,5;4,95
andancette;45,25;4,81
aouste sur sye;44,71;5,06
arpavon;44,37;5,27
autichamp;44,68;4,97
barcelonne;44,87;5,05
barret de lioure;44,18;5,52
barsac;44,73;5,3
bathernay;45,18;5
la baume de transit;44,33;4,87
beaumont monteux;45,03;4,92
beaurieres;44,56;5,55
bezaudun sur bine;44,61;5,18
bourdeaux;44,58;5,15
bouvieres;44,52;5,22
chabeuil;44,91;5,01
chalancon;44,53;5,34
charens;44,54;5,51
chateauneuf de bordette;44,34;5,17
chateauneuf de galaure;45,24;4,96
chatillon en diois;44,73;5,53
la chaudiere;44,63;5,22
clansayes;44,38;4,81
cliousclat;44,72;4,83
colonzelle;44,38;4,9
crest;44,73;5,02
curnier;44,39;5,23
die;44,75;5,38
erome;45,13;4,84
espenel;44,69;5,23
eurre;44,76;4,98
eygluy escoulin;44,8;5,21
eyroles;44,42;5,24
val maravel;44,59;5,59
les granges gontardes;44,43;4,76
grignan;44,44;4,9
lapeyrouse mornay;45,33;4,99
larnage;45,1;4,86
manas;44,6;4,98
marsanne;44,64;4,88
montclar sur gervanne;44,75;5,16
montelimar;44,55;4,75
montguers;44,3;5,47
montjoyer;44,48;4,88
valherbasse;45,22;5,14
valherbasse;45,22;5,14
oriol en royans;44,99;5,25
parnans;45,11;5,16
le pegue;44,44;5,07
pierrelatte;44,36;4,69
le poet celard;44,6;5,1
ponet et st auban;44,78;5,31
portes en valdaine;44,52;4,91
portes les valence;44,88;4,88
puygiron;44,54;4,85
ratieres;45,18;4,97
rochechinard;45,03;5,24
la roche sur grane;44,68;4,94
la rochette du buis;44,26;5,42
roynac;44,65;4,93
sahune;44,41;5,27
st laurent en royans;45,01;5,35
st marcel les valence;44,97;4,95
st michel sur savasse;45,15;5,12
st paul les romans;45,06;5,13
st paul trois chateaux;44,35;4,76
savasse;44,61;4,78
serves sur rhone;45,14;4,83
tersanne;45,22;5,02
la touche;44,52;4,89
vacheres en quint;44,79;5,25
valaurie;44,42;4,81
vercheny;44,71;5,25
villebois les pins;44,32;5,6
allan;44,49;4,8
arnayon;44,49;5,31
aulan;44,23;5,42
barnave;44,66;5,37
la batie des fonds;44,52;5,63
bouchet;44,3;4,88
boulc;44,64;5,58
boulc;44,64;5,58
bourg les valence;44,97;4,89
chabrillan;44,71;4,96
le chaffal;44,87;5,18
chamaloc;44,81;5,39
chamaret;44,39;4,88
chanos curson;45,06;4,92
la charce;44,47;5,44
charpey;44,94;5,08
chastel arnaud;44,66;5,21
chateauneuf du rhone;44,5;4,72
chatillon en diois;44,73;5,53
chaudebonne;44,47;5,24
chavannes;45,1;4,92
claveyson;45,17;4,93
clerieux;45,08;4,95
comps;44,55;5,1
crozes hermitage;45,1;4,84
dieulefit;44,53;5,07
echevis;45,02;5,39
etoile sur rhone;44,83;4,87
etoile sur rhone;44,83;4,87
eygalayes;44,22;5,59
eygaliers;44,24;5,28
eymeux;45,07;5,18
eymeux;45,07;5,18
felines sur rimandoule;44,59;5,06
hostun;45,03;5,2
lens lestang;45,3;5,04
livron sur drome;44,79;4,84
loriol sur drome;44,75;4,81
luc en diois;44,61;5,46
malissard;44,9;4,96
marges;45,13;5,03
montferrand la fare;44,34;5,45
montfroc;44,17;5,64
montjoux;44,49;5,1
montmaur en diois;44,68;5,36
montoison;44,8;4,93
montreal les sources;44,4;5,31
montsegur sur lauzon;44,37;4,86
moras en valloire;45,29;5
mornans;44,62;5,13
la motte chalancon;44,5;5,38
st jean de galaure;45,2;4,9
mours st eusebe;45,07;5,06
ourches;44,81;5,05
pierrelongue;44,25;5,21
les pilles;44,38;5,2
puy st martin;44,62;4,97
reauville;44,45;4,84
recoubeau jansac;44,65;5,4
rochebaudin;44,58;5,03
roche st secret beconne;44,48;5,04
romans sur isere;45,05;5,04
rottier;44,48;5,42
roussieux;44,33;5,48
st auban sur l ouveze;44,3;5,43
st avit;45,2;4,96
st barthelemy de vals;45,16;4,88
ste croix;44,77;5,29
st julien en vercors;45,06;5,45
st marcel les sauzet;44,6;4,8
st pantaleon les vignes;44,4;5,04
st sauveur gouvernet;44,33;5,38
sauzet;44,59;4,83
souspierre;44,54;4,97
taulignan;44,46;4,98
teyssieres;44,46;5,14
les tourrettes;44,67;4,8
upie;44,8;4,98
ambutrix;45,94;5,33
valence;44,92;4,91
vassieux en vercors;44,88;5,37
verclause;44,4;5,41
veronne;44,74;5,21
volvent;44,57;5,35
armix;45,85;5,58
jaillans;45,03;5,17
bettant;45,94;5,37
la burbanche;45,86;5,55
collonges;46,14;5,9
douvres;45,98;5,37
mantenay montlin;46,43;5,11
talissieu;45,86;5,72
vesines;46,36;4,86
virieu le grand;45,85;5,64
ploisy;49,33;3,28
pontru;49,92;3,2
prouvais;49,48;3,97
quierzy;49,56;3,15
quincy basse;49,51;3,38
ramicourt;49,96;3,33
regny;49,83;3,42
remies;49,68;3,52
remigny;49,71;3,29
reuilly sauvigny;49,05;3,56
roucy;49,37;3,82
rouvroy;49,86;3,33
rouvroy sur serre;49,72;4,18
grand rozoy;49,24;3,38
st christophe a berry;49,43;3,13
ste genevieve;49,72;4,07
st gobain;49,6;3,39
st pierre aigle;49,31;3,2
ste preuve;49,62;3,91
ambronay;46,01;5,36
asnieres sur saone;46,39;4,88
st priest d andelot;46,08;3,15
saulzet;46,14;3,22
allos;44,26;6,63
barreme;43,95;6,38
beauvezer;44,14;6,6
bras d asse;43,93;6,13
chateau gaillard;45,97;5,31
val de chalvagne;43,9;6,77
chazey bons;45,8;5,67
val de chalvagne;43,9;6,77
cereste;43,85;5,59
chateaufort;44,28;6,03
cormoz;46,43;5,22
courtes;46,46;5,11
entrages;44,04;6,27
entrepierres;44,2;6,02
estoublon;43,94;6,19
estoublon;43,94;6,19
farges;46,17;5,9
feillens;46,34;4,89
le lauzet ubaye;44,43;6,42
limans;43,99;5,72
melve;44,36;5,99
mezel;44;6,18
la motte du caire;44,34;6,03
niozelles;43,93;5,85
les omergues;44,15;5,59
ongles;44,03;5,73
st benoit;43,96;6,72
lescheroux;46,41;5,15
hautes duyes;44,19;6,17
st geniez;44,23;6,06
manziat;46,36;4,9
st vincent sur jabron;44,17;5,75
sigonce;44;5,86
tartonne;44,08;6,38
vaumeilh;44,29;5,96
ordonnaz;45,83;5,54
st julien sur reyssouze;46,4;5,1
beaulieu sur mer;43,71;7,33
berre les alpes;43,84;7,33
drap;43,76;7,34
les mujouls;43,87;6,86
la roque en provence;43,85;6,99
la trinite;43,74;7,34
andance;45,23;4,8
bogy;45,28;4,77
chaneac;44,93;4,31
devesset;45,07;4,39
etables;45,09;4,74
glun;45,01;4,82
st julien d intres;44,98;4,35
lachapelle graillouse;44,81;4,02
ozon;45,16;4,8
pailhares;45,08;4,56
peyraud;45,3;4,78
prades;44,63;4,31
rochemaure;44,59;4,69
la rochette;44,92;4,23
st desirat;45,26;4,78
st jean de muzols;45,08;4,8
st martin de valamas;44,94;4,37
st paul le jeune;44,33;4,16
st sauveur de cruzieres;44,3;4,26
talencieux;45,22;4,77
pierrepont;49,65;3,79
pinon;49,49;3,46
pontruet;49,92;3,23
priez;49,13;3,26
prisces;49,77;3,86
quincy sous le mont;49,31;3,56
remaucourt;49,9;3,35
renansart;49,73;3,45
ressons le long;49,39;3,14
rogny;49,77;3,82
saconin et breuil;49,35;3,25
st clement;49,77;4,07
st erme outre et ramecourt;49,52;3,86
st gobert;49,8;3,83
st quentin;49,85;3,28
st thomas;49,5;3,82
sancy les cheminots;49,44;3,48
villers helon;49,26;3,27
vivieres;49,31;3,09
gannat;46,1;3,18
le mayet d ecole;46,16;3,24
mazerier;46,13;3,18
bayons;44,33;6,17
blieux;43,87;6,36
ubaye serre poncon;44,44;6,32
castellet les sausses;44,04;6,73
chateauneuf miravail;44,15;5,72
clamensane;44,33;6,08
corbieres en provence;43,76;5,75
entrepierres;44,2;6,02
majastres;43,9;6,28
malijai;44,03;6,05
mallefougasse auges;44,08;5,9
mane;43,94;5,74
meailles;44,04;6,64
peipin;44,14;5,94
revest st martin;44,02;5,82
st martin les eaux;43,87;5,74
salignac;44,16;5,99
sausses;44,01;6,78
senez;43,92;6,37
sigoyer;44,32;5,96
sourribes;44,16;6,04
thoard;44,15;6,12
valernes;44,25;5,97
cap d ail;43,73;7,4
collongues;43,89;6,86
contes;43,81;7,32
roquesteron;43,87;7,02
sospel;43,88;7,45
arras sur rhone;45,14;4,8
boffres;44,92;4,7
champagne;45,28;4,8
felines;45,32;4,73
st julien d intres;44,98;4,35
issarles;44,85;4,05
jaujac;44,63;4,24
le lac d issarles;44,82;4,07
les abrets en dauphine;45,53;5,59
agnin;45,34;4,86
allevard;45,38;6,11
ambel;44,8;5,93
assieu;45,41;4,88
avignonet;44,96;5,67
pont de labeaume;44,67;4,3
la batie montgascon;45,58;5,54
beaufin;44,79;5,96
beaufort;45,33;5,12
bessins;45,2;5,26
bilieu;45,45;5,55
st agreve;45,01;4,41
biol;45,5;5,37
bouvesse quirieu;45,78;5,42
chabons;45,45;5,43
st barthelemy le plain;45,05;4,74
