libelle;longitude;latitude;code_commune_station;libelle_commune
La Mayenne à Saint-Fraimbault-de-Prières;-0.587852044;48.364000398;53216;SAINT-FRAIMBAULT-DE-PRIERES
[Le Montanger] à la Haie-Traversaine;-0.630613063;48.332071382;53111;HAIE-TRAVERSAINE
L'Aron à Moulay;-0.625655091;48.268941852;53162;MOULAY
Le Fresne à Châlons-du-Maine [Les Valettes];-0.673037924;48.166405058;53049;CHALONS-DU-MAINE
Le Fresne à Louverné [Méziere];-0.724398871;48.149660661;53140;LOUVERNE
L'Ernée à Ernée;-0.944831428;48.297590424;53096;ERNEE
L'Ernée à Andouillé [Les Vaugeois];-0.775683278;48.166352793;53005;ANDOUILLE
La Mayenne à Laval;-0.770167417;48.070839048;53130;LAVAL
La Mayenne à l'Huisserie [Bonne];-0.740834152;48.012261497;53119;HUISSERIE
La Jouanne à Neau [La Touche];-0.475538705;48.153907246;53163;NEAU
La Jouanne à Forcé;-0.705181179;48.033669266;53099;FORCE
Le Vicoin à Nuillé-sur-Vicoin;-0.782662403;47.987318643;53168;NUILLE-SUR-VICOIN
L'Ouette à Entrammes;-0.706485492;47.970592081;53094;ENTRAMMES
La Mayenne à Château-Gontier;-0.699220103;47.818090757;53062;CHATEAU-GONTIER
La Mayenne à Chambellay;-0.688248977;47.678119693;49064;CHAMBELLAY
L'Oudon à Cossé-le-Vivien;-0.927737797;47.934894222;53077;COSSE-LE-VIVIEN
L'Oudon à Craon;-0.954770283;47.846994449;53084;CRAON
L'Usure à Saint-Michel-de-la-Roë [La Gouranderie];-1.115709159;47.870607259;53242;SAINT-MICHEL-DE-LA-ROE
L'Oudon à Châtelais [Marcillé];-0.926741344;47.774062456;49081;CHATELAIS
Le Chéran à la Boissière;-0.986499333;47.7837125;53033;BOISSIERE
La Verzée à Noëllet [Le Douet];-1.074778693;47.699100676;49226;NOELLET
La Nymphe à Noëllet;-1.0923595;47.695773492;49226;NOELLET
La Verzée au Bourg-d'Iré [La Pommeraye];-0.951341311;47.678907623;49037;BOURG-D'IRE
L'Argos à Marans et à Sainte-Gemmes-d'Andigné;-0.866716336;47.64585467;49277;SAINTE-GEMMES-D'ANDIGNE
L'Argos à Marans et à Sainte-Gemmes-d'Andigné;-0.86954348;47.6498974;49187;MARANS
L'Argos à Marans et à Sainte-Gemmes-d'Andigné;-0.865652216;47.655640585;49187;MARANS
L'Oudon à Segré [écluse de Maingué];-0.860742011;47.686370346;49331;SEGRE-EN-ANJOU BLEU
L'Oudon à Segré [écluse de Maingué];-0.867985144;47.685770335;49331;SEGRE-EN-ANJOU BLEU
[Le Tileul] à Saint-Sauveur-de-Flée;-0.79412028;47.751178913;49319;SAINT-SAUVEUR-DE-FLEE
L'Oudon à Andigné [Port aux Anglais];-0.76553957;47.66770637;49005;ANDIGNE
La Maine à Angers;-0.558902963;47.471557862;49007;ANGERS
La Maine à Angers;-0.554044115;47.477437234;49007;ANGERS
La Maine à Angers;-0.563072231;47.470105687;49007;ANGERS
Le Brionneau à Avrillé [La Poële];-0.610791203;47.496046592;49015;AVRILLE
La Loire à Bouchemaine et à la Possonnière;-0.62123944;47.40607791;49035;BOUCHEMAINE
La Loire à Bouchemaine et à la Possonnière;-0.683961153;47.370970145;49247;POSSONNIERE
L'Aubance à Soulaines-sur-Aubance;-0.518513985;47.375531763;49338;SOULAINES-SUR-AUBANCE
L'Aubance à Soulaines-sur-Aubance;-0.509225007;47.375686585;49338;SOULAINES-SUR-AUBANCE
Le Layon à Saint-Georges-sur-Layon;-0.374479334;47.19299553;49282;SAINT-GEORGES-SUR-LAYON
La Gaubretière à Cléré-sur-Layon [Le Mureau];-0.449786921;47.08118619;49102;CLERE-SUR-LAYON
Le Girondeau à Martigné-Briand;-0.419850941;47.224005242;49191;MARTIGNE-BRIAND
Le Lys à Aubigné-sur-Layon [La Guimardière];-0.481930752;47.223633643;49012;AUBIGNE-SUR-LAYON
L'Hyrôme à Chanzeaux et à Saint-Lambert-du-Lattay;-0.646094421;47.266527146;49071;CHANZEAUX
L'Hyrôme à Chanzeaux et à Saint-Lambert-du-Lattay;-0.621667188;47.302060918;49292;VAL-DU-LAYON
L'Aubance à Chemillé [La Chaperonnière];-0.751337853;47.224612287;49092;CHEMILLE-EN-ANJOU
Le Layon à Saint-Lambert-du-Lattay;-0.632160202;47.316359144;49292;VAL-DU-LAYON
La Loire à Chalonnes-sur-Loire et à Ingrandes et à Montjean-sur-Loire et à Saint-Florent-le-Vieil;-0.861086835;47.392237172;49212;MONTJEAN-SUR-LOIRE
La Loire à Chalonnes-sur-Loire et à Ingrandes et à Montjean-sur-Loire et à Saint-Florent-le-Vieil;-0.762216653;47.353951667;49063;CHALONNES-SUR-LOIRE
La Loire à Chalonnes-sur-Loire et à Ingrandes et à Montjean-sur-Loire et à Saint-Florent-le-Vieil;-0.922009552;47.402229136;49160;INGRANDES-LE FRESNE SUR LOIRE
La Loire à Chalonnes-sur-Loire et à Ingrandes et à Montjean-sur-Loire et à Saint-Florent-le-Vieil;-1.014710679;47.364279341;49276;SAINT-FLORENT-LE-VIEIL
L'Evre à la Chapelle-Saint-Florent;-1.052109041;47.310211581;49075;CHAPELLE-SAINT-FLORENT
L'Evre à la Chapelle-Saint-Florent;-1.061397413;47.29354379;49075;CHAPELLE-SAINT-FLORENT
L'Evre à Beaupréau [Moulin de la Gobinière];-0.968529579;47.192602509;49023;BEAUPREAU-EN-MAUGES
Le Beuvron à Andrezé [Tuvache];-0.962136555;47.177984237;49006;ANDREZE
La Loire à Ancenis et à Oudon;-1.177255859;47.363503314;44003;ANCENIS
La Loire à Ancenis et à Oudon;-1.278297624;47.340765312;44115;OUDON
Le Hâvre à Mésanger [Pont-Esnault];-1.297688931;47.420033806;44096;MESANGER
La Divatte à Landemont;-1.263637019;47.259137251;49172;LANDEMONT
La Loire à Mauves-sur-Loire et à Sainte-Luce-sur-Loire et à Thouaré-sur-Loire;-1.379007553;47.295597324;44094;MAUVES-SUR-LOIRE
La Loire à Mauves-sur-Loire et à Sainte-Luce-sur-Loire et à Thouaré-sur-Loire;-1.429092472;47.258674159;44204;THOUARE-SUR-LOIRE
La Loire à Mauves-sur-Loire et à Sainte-Luce-sur-Loire et à Thouaré-sur-Loire;-1.468840305;47.229718036;44172;SAINTE-LUCE-SUR-LOIRE
Le Pont Ménard à la Cornuaille [La Giraudaie];-1.015354223;47.544300501;49108;CORNUAILLE
[Les Grands Gués] à Angrie [Les Tuyas];-1.03312556;47.571987855;49008;ANGRIE
L'Erdre à Candé et à Saint-Mars-la-Jaille;-1.047996595;47.559791392;49054;CANDE
L'Erdre à Candé et à Saint-Mars-la-Jaille;-1.17867915;47.52488284;44180;VALLONS-DE-L'ERDRE
Le Croissel à Saint-Mars-la-Jaille;-1.168251738;47.522912838;44180;VALLONS-DE-L'ERDRE
L'Erdre à Bonnœuvre [Les Basses Provostières];-1.272396868;47.51772337;44017;BONN≈íUVRE
L'Erdre à Nort-sur-Erdre [Moulin de Vault];-1.48218338;47.464394888;44110;NORT-SUR-ERDRE
Le Cens à Orvault;-1.623073255;47.267634634;44114;ORVAULT
Le Cens à Orvault [Pont du Cens];-1.57867275;47.248927377;44114;ORVAULT
Le Gesvres à Treillières;-1.616064368;47.320325654;44209;TREILLIERES
L'Ouine au Breuil-Bernard [Les Alleuds];-0.555234501;46.701244389;79051;BREUIL-BERNARD
La Sèvre Nantaise à l'Absie;-0.532366256;46.660868806;79001;ABSIE
La Sèvre Nantaise à Saint-Mesmin [La Branle];-0.700056248;46.810942065;85254;SAINT-MESMIN
La Sèvre Nantaise à Saint-Laurent-sur-Sèvre;-0.888052612;46.959047727;85238;SAINT-LAURENT-SUR-SEVRE
L'Ouin à Mauléon [La Voie Moulins];-0.799835502;46.964018371;79079;MAULEON
La Sèvre Nantaise à Tiffauges;-1.114538039;47.01881824;85293;TIFFAUGES
La Sèvre Nantaise à Tiffauges;-1.113383445;47.017456988;85293;TIFFAUGES
La Moine à Maulévrier [La Rousselière];-0.812300559;47.010416076;49192;MAULEVRIER
La Moine à Cholet [Pont RN249];-0.92520974;47.054558794;49099;CHOLET
Le Trézon à Mazières-en-Mauges;-0.775454608;47.047709363;49195;MAZIERES-EN-MAUGES
La Moine à Roussay [Clopin];-1.05738667;47.095875322;49263;ROUSSAY
La Moine à Saint-Crespin-sur-Moine;-1.184770951;47.095730617;49273;SAINT-CRESPIN-SUR-MOINE
La Sèvre Nantaise à Clisson;-1.278169853;47.086637956;44043;CLISSON
La Sèvre Nantaise à Clisson;-1.281623582;47.090729635;44043;CLISSON
La Sanguèze à Tillières [Moulin Pichon];-1.222235186;47.141331259;49349;TILLIERES
La Maine à Saint-Fulgent [Plessis des Landes];-1.157150664;46.903571666;85215;SAINT-FULGENT
La Petite Maine à Saint-Georges-de-Montaigu [Fromage];-1.273250678;46.922745447;85217;SAINT-GEORGES-DE-MONTAIGU
La Maine à Remouillé;-1.371328829;47.055701651;44142;REMOUILLE
La Sèvre Nantaise à Vertou;-1.482470558;47.165240584;44215;VERTOU
La Loire à Nantes;-1.566759232;47.208808864;44109;NANTES
La Loire à Nantes;-1.539972094;47.211594013;44109;NANTES
La Boulogne à Rocheservière et à Saint-Philbert-de-Bouaine;-1.530453591;46.945431346;85190;ROCHESERVIERE
La Boulogne à Rocheservière et à Saint-Philbert-de-Bouaine;-1.548189118;46.994351763;85262;SAINT-PHILBERT-DE-BOUAINE
L'Issoire à Saint-Philbert-de-Bouaine [La Tribouille];-1.5411152;46.99079785;85262;SAINT-PHILBERT-DE-BOUAINE
La Logne à Saint-Colomban [La Roussière];-1.590247694;47.015871539;44155;SAINT-COLOMBAN
La Logne à Legé [Le Paradis];-1.605250055;46.883760294;44081;LEGE
L'Ognon à Montbert;-1.467986297;47.039240282;44102;MONTBERT
L'Ognon aux Sorinières [Villeneuve];-1.532277484;47.121601117;44198;SORINIERES
Le Brivet à Pontchâteau;-2.089825012;47.436505137;44129;PONTCHATEAU
Le Falleron à Falleron;-1.703338326;46.887458226;85086;FALLERON
Le Falleron à Machecoul [Le Bas Falleron];-1.796051509;46.978658079;44087;MACHECOUL-SAINT-MEME
Le Falleron à Saint-Étienne-de-Mer-Morte;-1.748918599;46.930523019;44157;SAINT-ETIENNE-DE-MER-MORTE
Le Pont Abert à la Coudrie à Challans;-1.882539211;46.865323099;85047;CHALLANS
La Vie à la Chapelle-Palluau;-1.618007718;46.776983892;85055;CHAPELLE-PALLUAU
La Petite Boulogne à la Chapelle-Palluau [La Birochère];-1.653743538;46.789205569;85055;CHAPELLE-PALLUAU
Le Jaunay à Landevieille [Savarière];-1.78698696;46.658728503;85120;LANDEVIEILLE
Le Jaunay à la Chapelle-Hermier [Reveillère];-1.717012625;46.671698006;85054;CHAPELLE-HERMIER
Le Jaunay à la Chapelle-Hermier [Reveillère];-1.712179601;46.671725492;85054;CHAPELLE-HERMIER
L'Auzance à Vairé [Petit Besson];-1.73907858;46.58025743;85298;VAIRE
La Ciboule à la Chapelle-Achard [La Renelière];-1.666748689;46.575230421;85052;CHAPELLE-ACHARD
Le Lay [Grand] à Saint-Prouant [Monsireigne];-0.951655224;46.75019569;85266;SAINT-PROUANT
Le Loing à Chantonnay [St-Philbert du Pont Charrault];-0.971700126;46.669473081;85051;CHANTONNAY
Le Lay à Chantonnay [St-Philbert du Pont Charraud];-1.03868157;46.655249154;85051;CHANTONNAY
Le Petit Lay à Saint-Hilaire-le-Vouhis;-1.113289456;46.687028668;85232;SAINT-HILAIRE-LE-VOUHIS
La Smagne à Sainte-Pexine [Les Mottes];-1.120899374;46.528018274;85261;SAINTE-PEXINE
Le Lay à Mareuil-sur-Lay-Dissais;-1.219646354;46.535677965;85135;MAREUIL-SUR-LAY-DISSAIS
Le Marillet à Château-Guibert [Barilleraie];-1.238642693;46.566689384;85061;CHATEAU-GUIBERT
Le Marillet à Saint-Florent-des-Bois [La Clopinière];-1.286244016;46.603492886;85213;RIVES DE L'YON
Le Marillet à Mareuil-sur-Lay-Dissais [Moulin Fleury];-1.21983963;46.544408603;85135;MAREUIL-SUR-LAY-DISSAIS
La Doulaye à Moutiers-sur-le-Lay;-1.195967139;46.57379035;85157;MOUTIERS-SUR-LE-LAY
L'Yon à Dompierre-sur-Yon;-1.384235586;46.735954271;85081;DOMPIERRE-SUR-YON
L'Yon à Chaillé-sous-les-Ormeaux et à Nesmy;-1.412272113;46.617533857;85160;NESMY
L'Yon à Chaillé-sous-les-Ormeaux et à Nesmy;-1.394145079;46.60620071;85160;NESMY
L'Yon à Chaillé-sous-les-Ormeaux et à Nesmy;-1.354795655;46.576601347;85043;CHAILLE-SOUS-LES-ORMEAUX
Le Graon au Champ-Saint-Père;-1.353640394;46.504978185;85050;CHAMP-SAINT-PERE
Le Lay [Estuaire] à l'Aiguillon-sur-Mer;-1.316252802;46.33494516;85001;AIGUILLON-SUR-MER
La Sèvre niortaise à Sainte-Eanne [Pont de Mounée];-0.168908514;46.392625684;79246;SAINTE-EANNE
La Sèvre niortaise à Azay-le-Brûlé et à Saint-Maixent-l'École;-0.243385661;46.386521642;79024;AZAY-LE-BRULE
La Sèvre niortaise à Azay-le-Brûlé et à Saint-Maixent-l'École;-0.200805195;46.409506766;79270;SAINT-MAIXENT-L'ECOLE
L'Hermitain à Romans [Les Fontenelles];-0.233457641;46.376772966;79231;ROMANS
Le Chambon à Saivres [Donia Maunay];-0.215549917;46.440850716;79302;SAIVRES
Le Chambon à Saint-Georges-de-Noisné [Moulin des Isles];-0.234100498;46.505943754;79253;SAINT-GEORGES-DE-NOISNE
Le Chambon à Azay-le-Brûlé et à la Crèche;-0.301323246;46.404326182;79024;AZAY-LE-BRULE
Le Chambon à Azay-le-Brûlé et à la Crèche;-0.32722866;46.387954642;79048;CRECHE
La Sèvre niortaise à Échiré [Château Salbart];-0.427853463;46.405938909;79109;ECHIRE
La Sèvre niortaise à Échiré [Château Salbart];-0.427853463;46.405938909;79109;ECHIRE
L'Egray à Sainte-Ouenne;-0.456009821;46.414165711;79284;SAINTE-OUENNE
Le Lambon à Mougon;-0.259529815;46.306139587;79185;MOUGON-THORIGNE
Le Lambon à Fressines [Vaumoreau];-0.320105982;46.326713951;79129;FRESSINES
La Sèvre niortaise à Coulon;-0.584437876;46.321262157;79100;COULON
La Sèvre niortaise à Magné;-0.541855028;46.315230075;79162;MAGNE
La Sèvre niortaise à Niort [La Tiffardière - Pont];-0.519994695;46.328472928;79191;NIORT
La Sèvre niortaise à Niort [La Tiffardière - Pont];-0.519994695;46.328472928;;
La Sèvre niortaise à Niort [La Tiffardière - Pont];-0.519994695;46.328472928;79191;NIORT
La Sèvre niortaise à Niort [La Tiffardière - Bief capteur];-0.517659868;46.331618712;79191;NIORT
La Sèvre niortaise à Niort [La Tiffardière - Bras principal];-0.516439252;46.330646868;79191;NIORT
La Sèvre niortaise à Niort [Centre ville];-0.464392922;46.327176036;79191;NIORT
La Guirande à Frontenay-Rohan-Rohan [L'Illeau];-0.548478189;46.281582504;79130;FRONTENAY-ROHAN-ROHAN
L'Autise à Saint-Hilaire-des-Loges;-0.656920947;46.463457219;85227;SAINT-HILAIRE-DES-LOGES
L'Autise à Nieul-sur-l'Autise;-0.684344373;46.419099239;85162;NIEUL-SUR-L'AUTISE
Le Mignon à Usseau [Madrid];-0.573431266;46.16879325;79334;USSEAU
Le Mignon à Mauzé-sur-le-Mignon;-0.683607474;46.208327077;79170;MAUZE-SUR-LE-MIGNON
Le Mignon à Mauzé-sur-le-Mignon;-0.684547729;46.210144599;79170;MAUZE-SUR-LE-MIGNON
La Courance au Bourdet [Le Petit Marais];-0.610816401;46.228970869;79046;BOURDET
La Courance au Bourdet [Le Petit Marais];-0.656219243;46.230242241;79046;BOURDET
La Courance à Granzay-Gript;-0.488112755;46.223805675;79137;GRANZAY-GRIPT
La Sèvre niortaise à Maillé [Bazoin];-0.775855295;46.3189271;85132;MAILLE
La Sèvre niortaise à Marans [Pont SNCF];-0.957291758;46.320735003;17218;MARANS
La Vendée à Foussais-Payré [Pont d'Izard];-0.669262722;46.500695817;85094;FOUSSAIS-PAYRE
La Mère à Antigny [Moulin-Texier];-0.77551338;46.60038982;85005;ANTIGNY
La Vendée à Pissotte [Pont de Crochet];-0.798495757;46.495760402;85176;PISSOTTE
[la Longèves] à Fontenay-le-Comte;-0.840001706;46.462900847;85092;FONTENAY-LE-COMTE
La Sèvre niortaise à Charron [Pont du Brault];-1.082583196;46.316843691;17091;CHARRON
Le Curé à Anais [Les Rivières];-0.887440032;46.177663349;17007;ANAIS
Le Virson à Anais [Fraise];-0.923304245;46.178260386;17007;ANAIS
La Garonne à Fos [Bossost];0.690576802;42.78196449;31190;FOS
La Garonne à Fos [Plan d'Arem];0.744714866;42.8584204;31190;FOS
La Garonne à Fos [Pont du Roy];0.736111651;42.848874407;31190;FOS
La Garonne à Arlos et à Saint-Béat;0.691927455;42.915621565;31471;SAINT-BEAT
La Garonne à Arlos et à Saint-Béat;0.707906136;42.888533513;31017;ARLOS
La Garonne à Arlos et à Saint-Béat;0.692109399;42.915355576;31471;SAINT-BEAT
La Garonne à Arlos et à Saint-Béat;0.69025246;42.916188331;31471;SAINT-BEAT
Le Maudan à Fos et à Melles;0.747757634;42.867300416;31337;MELLES
La Pique à Cier-de-Luchon;0.603184881;42.853382011;31142;CIER-DE-LUCHON
La Pique à Bagnères-de-Luchon;0.602625785;42.805905346;31042;BAGNERES-DE-LUCHON
La Garonne à Chaum et à Fronsac;0.647726338;42.938900133;31139;CHAUM
La Garonne à Chaum et à Fronsac;0.642407144;42.953475715;31199;FRONSAC
Neste de Couplan à Aragnouet [Les Edelweiss];0.118354913;42.818067565;65017;ARAGNOUET
La Neste de Rioumajou à Saint-Lary-Soulan [1];0.294698668;42.797793674;65388;SAINT-LARY-SOULAN
La Neste de Rioumajou à Tramezaïgues [Maison Blanche];0.299400611;42.792046156;65450;TRAMEZAIGUES
La Neste à Saint-Lary-Soulan;0.317290628;42.814160411;65388;SAINT-LARY-SOULAN
Le ruisseau d'Ourtigué à Azet;0.338380495;42.826499288;65058;AZET
La Neste [d'Aure] à Vignec [Pont de Vignec];0.320252153;42.821081965;65471;VIGNEC
La Neste à Arreau [Aure];0.357420209;42.90559873;65031;ARREAU
La Neste du Louron à Loudenvielle;0.408781425;42.811507361;65282;LOUDENVIELLE
La Neste du Louron [Neste de Clarabide] à Loudenvielle;0.419398303;42.72184462;65282;LOUDENVIELLE
La Neste du Louron à Arreau [Louron];0.359976031;42.904572875;65031;ARREAU
La Neste du Louron à Avajan [Bordères-Louron];0.40993894;42.846574739;65050;AVAJAN
La Neste à Beyrède-Jumet [Sarrancolin];0.377569544;42.967557528;65092;BEYREDE-JUMET
La Neste à Sarrancolin [Basse Neste];0.380632454;42.960784642;65408;SARRANCOLIN
Le canal de la Neste à Beyrède-Jumet [Sarrancolin];0.380011022;42.962065221;65092;BEYREDE-JUMET
La Neste à Sarrancolin [Beyrède];0.380714395;42.956530546;65408;SARRANCOLIN
La Neste à Arreau [Aval confluence Lourron];0.358243918;42.907400554;65031;ARREAU
Le ruisseau de Larise à Générest;0.526906666;43.024868374;65194;GENEREST
La Garonne [partielle] à Saint-Gaudens [Valentine];0.706150546;43.097995649;31483;SAINT-GAUDENS
La Garonne [totale] à Saint-Gaudens [Valentine - récent];0.71143808;43.095318741;31483;SAINT-GAUDENS
La Garonne [totale] à Saint-Gaudens [Valentine - récent];0.71143808;43.095318741;31483;SAINT-GAUDENS
Le canal d'Auné à Saint-Gaudens;0.709623433;43.097115758;31483;SAINT-GAUDENS
La rigole de la Louge [Alimentation Louge, Nère, Noue, Lavet] à Pinas;0.442367815;43.109873102;65363;PINAS
Le Ger à Aspet [1];0.797218682;43.017435104;31020;ASPET
Le Ger à Aspet [2];0.795350493;43.021418544;31020;ASPET
Le Job à Encausse-les-Thermes;0.741467318;43.049794388;31167;ENCAUSSE-LES-THERMES
Le ruisseau de la Maure à Izaut-de-l'Hôtel;0.738541419;43.016028706;31241;IZAUT-DE-L'HOTEL
La Garonne à Saint-Martory;0.943441616;43.143536263;31503;SAINT-MARTORY
La Garonne à Mancioux;0.957639731;43.157968396;31314;MANCIOUX
Le canal de Saint-Martory à Mancioux et à Saint-Martory;0.94035412;43.144665006;31503;SAINT-MARTORY
Le canal de Saint-Martory à Mancioux et à Saint-Martory;0.951441972;43.151822409;31314;MANCIOUX
La Noue à Laffite-Toupière [Moulin Laffite];0.914830543;43.170609848;31260;LAFFITE-TOUPIERE
Le canal de Saint-Martory à Saint-Martory [Prise en Garonne];0.934526512;43.143110457;31503;SAINT-MARTORY
Le canal de Saint-Martory à Saint-Martory [Prise en Garonne];0.935929297;43.143372017;31503;SAINT-MARTORY
Le canal de Saint-Martory à Saint-Martory [Sonde aval];0.938391019;43.14396385;31503;SAINT-MARTORY
Le Salat à Couflens [Phelips];1.186179324;42.788898078;9100;COUFLENS
Le Salat à Couflens [Phelips];1.190802931;42.775700973;9100;COUFLENS
Le Salat à Couflens [Salau];1.187651897;42.756148873;9100;COUFLENS
Le Cougnets à Couflens [Salau 2];1.198438876;42.749117783;9100;COUFLENS
Le Cougnets à Couflens [Salau 2];1.188894442;42.756223849;9100;COUFLENS
L'Angouls à Seix [Angouls];1.178102923;42.788653179;9285;SEIX
L'Alet à Ustou;1.270029427;42.800995945;9322;USTOU
L'Ossèse à Ustou;1.267527921;42.77304745;9322;USTOU
L'Estours à Seix [Estours];1.141624694;42.810117039;9285;SEIX
Le Salat à Seix;1.198153885;42.860389629;9285;SEIX
Le Garbet à Aulus-les-Bains;1.382762423;42.75485595;9029;AULUS-LES-BAINS
Le Garbet à Oust;1.236702516;42.862855841;9223;OUST
L'Ars à Aulus-les-Bains [Aulus 2];1.352887516;42.783306083;9029;AULUS-LES-BAINS
Le Fouillet à Aulus-les-Bains;1.332026916;42.791608494;9029;AULUS-LES-BAINS
Le Salat à Soueix-Rogalle [Kercabanac];1.213212104;42.908637896;9299;SOUEIX-ROGALLE
Le Salat à Soueix-Rogalle [Brousset];1.212275556;42.88819476;9299;SOUEIX-ROGALLE
L'Arac à Soulan [Freychet];1.231819697;42.899141352;9301;SOULAN
L'Arac à Soulan [Castet d'Aleu];1.250279073;42.909374094;9301;SOULAN
L'Arac à Massat;1.34905906;42.892363939;9182;MASSAT
[Source La Courate] à Ercé;1.274571702;42.871413539;9113;ERCE
Le Salat à Soueix-Rogalle [Kercabanac 1];1.212370925;42.910521854;9299;SOUEIX-ROGALLE
Le Lez aux Bordes-sur-Lez;1.029116124;42.902583648;9062;BORDES-UCHENTEIN
[Source Fontaine Blanche] aux Bordes-sur-Lez;1.03126995;42.874800473;9062;BORDES-UCHENTEIN
Le Lez à Engomer [Balaguères];1.055137355;42.949466386;9111;ENGOMER
Le Lachein à Balaguères [Baget - Las Hountas];1.030874407;42.955348661;9035;BALAGUERES
Le Lez à Saint-Girons;1.132920251;42.98261869;9261;SAINT-GIRONS
Le Salat à Saint-Lizier [Saint Girons];1.141200517;42.991101293;9268;SAINT-LIZIER
Le Salat à Saint-Lizier [Saint Girons];1.14088135;42.991500591;9268;SAINT-LIZIER
Le Gouarège à Cazavet [Aliou];1.048938028;42.990321642;9091;CAZAVET
L'Arbas à Arbas;0.900341662;42.984419154;31011;ARBAS
L'Arbas à Castelbiague [Pont de Prades];0.928657393;43.046217661;31114;CASTELBIAGUE
Le Lens à Betchat;1.04364888;43.09909289;9054;BETCHAT
Le Salat à Roquefort-sur-Garonne;0.973925196;43.15444263;31457;ROQUEFORT-SUR-GARONNE
La Garonne à Palaminy;1.087581815;43.203709839;31406;PALAMINY
La Garonne à Palaminy [Cazères];1.070928744;43.201847856;31406;PALAMINY
