libelle;longitude;latitude;code_commune_station;libelle_commune
L'Aurence à Isle;1.189908029;45.811068202;87075;ISLE
Le Coyol à Couzeix [La Lande];1.214120972;45.881205726;87050;COUZEIX
La Vienne à Aixe-sur-Vienne;1.143410174;45.797657712;87001;AIXE-SUR-VIENNE
L'Aixette à Aixe-sur-Vienne;1.12936812;45.772358195;87001;AIXE-SUR-VIENNE
La Vienne à Verneuil-sur-Vienne [Pont de La Gabie];1.098527428;45.841560764;87201;VERNEUIL-SUR-VIENNE
La Glane à Saint-Junien [Le Dérot];0.915544993;45.913135034;87154;SAINT-JUNIEN
La Gorre à Chaillac-sur-Vienne et à Rochechouart;0.887836667;45.843123117;87030;CHAILLAC-SUR-VIENNE
La Gorre à Chaillac-sur-Vienne et à Rochechouart;0.863233895;45.853046849;87126;ROCHECHOUART
La Vienne à Étagnac;0.78618472;45.864841708;16132;ETAGNAC
La Vienne à Étagnac;0.779326041;45.863851318;16132;ETAGNAC
La Vienne à Confolens;0.670062552;46.013296956;16106;CONFOLENS
Le Goire à Saint-Maurice-des-Lions;0.686337013;45.995567847;16337;SAINT-MAURICE-DES-LIONS
L'Issoire à Esse;0.748937555;46.047628682;16131;ESSE
L'Issoire à Saint-Germain-de-Confolens [Moulin Brûlé];0.688298309;46.050714588;16322;SAINT-GERMAIN-DE-CONFOLENS
La Vienne à Millac [Barrage de Jousseau];0.672388347;46.169764669;86159;MILLAC
La Blourde [La Grande Blourde] à Persac [Persac];0.706114211;46.31330895;86190;PERSAC
La Vienne à Lussac-les-Châteaux;0.701432011;46.40462385;86140;LUSSAC-LES-CHATEAUX
La Vienne à Chauvigny;0.641975591;46.569492017;86070;CHAUVIGNY
La Dive [du Sud] à Couhé [Abbaye de Valence];0.172076987;46.311979299;86082;COUHE
La Dive [du Sud] à Voulon [Neuil];0.23287124;46.356072861;86296;VOULON
La Bouleure à Caunay et à Chaunay [Les Planches];0.128951598;46.203113899;86068;CHAUNAY
La Bouleure à Caunay et à Chaunay [Les Planches];0.077513911;46.189133593;79060;CAUNAY
Le Clain à Vivonne et à Voulon [Petit Allier];0.256285578;46.377253953;86293;VIVONNE
Le Clain à Vivonne et à Voulon [Petit Allier];0.251314033;46.378323481;86296;VOULON
La Vonne à Ménigoute [Pont de la Barre];-0.081981751;46.496863864;79176;MENIGOUTE
La Vonne à Cloué [Pont de Cloué];0.155592232;46.434931773;86080;CLOUE
La Clouère à Availles-Limouzine [Le Poux];0.597066411;46.146620004;86015;AVAILLES-LIMOUZINE
La Clouère à Château-Larcher [Le Rozeau];0.286126121;46.4343162;86065;CHATEAU-LARCHER
La Clouère à Gençay;0.403447088;46.376509921;86103;GENCAY
La Clouère à Marnay;0.364329025;46.389757763;86148;MARNAY
Le Clain à Vivonne [Danlot];0.285916881;46.440095588;86293;VIVONNE
Le Clain à Iteuil;0.305542913;46.46995043;86113;ITEUIL
Le Miosson à Smarves [La Bertandinière];0.372098852;46.523242313;86263;SMARVES
Le Clain à Poitiers;0.345825869;46.575458276;86194;POITIERS
Le Clain à Poitiers;0.351308827;46.577963775;86194;POITIERS
La Boivre à Montreuil-Bonnin;0.139769799;46.549076902;86166;MONTREUIL-BONNIN
La Boivre à Béruges;0.21027011;46.566837598;86024;BERUGES
La Boivre à Vouneuil-sous-Biard [La Ribalière];0.273531014;46.579993776;86297;VOUNEUIL-SOUS-BIARD
La Boivre à Poitiers [Gare SNCF poste 4];0.330093623;46.579759327;86194;POITIERS
La Vendelogne à Ayron [Pont d'Ayron];0.07665561;46.657724951;86017;AYRON
La Vendelogne à Ayron [Pont d'Ayron];0.07665561;46.657724951;86017;AYRON
L'Auxance [bras principal] à Latillé [pont de Latillé];0.077793845;46.621955545;86121;LATILLE
L'Auxance à Quinçay [Rochecourbe];0.256897837;46.62353702;86204;QUINCAY
Le Clain à Dissay;0.422729082;46.702576614;86095;DISSAY
La Palu à Vendeuvre-du-Poitou [Chincé];0.349525433;46.713053287;86281;SAINT MARTIN LA PALLU
L'Ozon à Châtellerault [Moulin des Halles];0.58147981;46.774243204;86066;CHATELLERAULT
L'Envigne à Thuré [Pont de Besse];0.494809035;46.812311594;86272;THURE
La Vienne à Châtellerault;0.540205146;46.816426628;86066;CHATELLERAULT
La Vienne à Ingrandes;0.563578102;46.877071273;86111;INGRANDES
La Creuse à Felletin;2.167217959;45.888371263;23079;FELLETIN
La Rozeille à Magnat-l'Étrange;2.269610386;45.79185783;23115;MAGNAT-L'ETRANGE
La Rozeille à Moutier-Rozeille [Aubusson];2.17723306;45.931904718;23140;MOUTIER-ROZEILLE
La Creuse à Aubusson [Pont-de-la-Rebeyrette];2.173445331;45.95039226;23008;AUBUSSON
La Creuse à Ahun [Busseau];2.026495249;46.124839122;23001;AHUN
La Creuse à Glénic;1.918907153;46.223858841;23092;GLENIC
La Creuse à Fresselines [Vervy];1.679068889;46.378427446;23087;FRESSELINES
La Petite Creuse à Genouillac;1.99375475;46.357691644;23089;GENOUILLAC
La Petite Creuse à Genouillac;1.993692793;46.35770504;23089;GENOUILLAC
La Petite Creuse à Fresselines [Puy Rageaud];1.688999351;46.385935844;23087;FRESSELINES
La Sedelle à Crozant et à Lafat;1.592754419;46.349728564;23103;LAFAT
La Sedelle à Crozant et à Lafat;1.611994968;46.379243152;23070;CROZANT
La Creuse à Éguzon-Chantôme;1.612873159;46.454983225;36070;EGUZON-CHANTOME
La Creuse à Gargilesse-Dampierre [Pont-Noir];1.584711288;46.513881166;36081;GARGILESSE-DAMPIERRE
La Creuse à Argenton-sur-Creuse;1.517900027;46.588547464;36006;ARGENTON-SUR-CREUSE
La Bouzanne à Neuvy-Saint-Sépulchre;1.808322259;46.596064757;36141;NEUVY-SAINT-SEPULCHRE
La Bouzanne à Neuvy-Saint-Sépulchre;1.808322259;46.596064757;36141;NEUVY-SAINT-SEPULCHRE
La Bouzanne à Velles [Forges];1.626821617;46.665906582;36231;VELLES
La Creuse à Saint-Gaultier;1.427459438;46.635277666;36192;SAINT-GAULTIER
La Creuse à Ciron [Scoury];1.289223681;46.632483873;36053;CIRON
La Creuse au Blanc;1.062097304;46.630759792;36018;BLANC
La Creuse à Tournon-Saint-Martin;0.951959595;46.734048539;36224;TOURNON-SAINT-MARTIN
La Gartempe à Saint-Victor-en-Marche;1.786215299;46.119321613;23248;SAINT-VICTOR-EN-MARCHE
La Graulade à Saint-Silvain-Montaigut;1.744537806;46.146030553;23242;SAINT-SILVAIN-MONTAIGUT
La Gartempe à Folles [Mazéras];1.462986671;46.126988338;87067;FOLLES
L'Ardour à Folles [Forgefer];1.495669839;46.09666876;87067;FOLLES
La Gartempe à Folles [Pont Gibus];1.433169846;46.113755345;87067;FOLLES
La Couze à Saint-Léger-la-Montagne [Le Mazeaud];1.387454999;46.034810238;87159;SAINT-LEGER-LA-MONTAGNE
La Couze à Saint-Pardoux;1.255564566;46.063193233;87173;SAINT-PARDOUX
La Semme à Droux;1.142102007;46.150780507;87061;DROUX
Le Vincou à Bellac [1];1.051275403;46.11539899;87011;BELLAC
Le Vincou à Bellac [2];1.021102653;46.134279615;87011;BELLAC
La Gartempe à Saint-Bonnet-de-Bellac;0.948680822;46.184006175;87139;SAINT-BONNET-DE-BELLAC
La Brame à Oradour-Saint-Genest;0.998966983;46.251703809;87109;ORADOUR-SAINT-GENEST
La Gartempe à Lathus-Saint-Rémy [Pont de Massugeon];0.933009198;46.283917051;86120;LATHUS-SAINT-REMY
La Gartempe à Montmorillon;0.869246825;46.423275063;86165;MONTMORILLON
La Gartempe à Saint-Savin;0.867482566;46.565141833;86246;SAINT-SAVIN
L'Anglin à Prissac;1.253237547;46.504011451;36168;PRISSAC
L'Anglin à Mauvières;1.09310129;46.568753568;36114;MAUVIERES
La Benaize à Jouac;1.258882815;46.355026236;87080;JOUAC
La Benaize à la Trimouille;1.042932532;46.466809603;86273;TRIMOUILLE
Le Salleron à Journet [Tervannes];0.988621981;46.489889263;86118;JOURNET
L'Anglin à Mérigny;0.924295125;46.630508401;36119;MERIGNY
L'Anglin à Angles-sur-l'Anglin;0.878433744;46.703052277;86004;ANGLES-SUR-L'ANGLIN
L'Anglin à Angles-sur-l'Anglin;0.881469705;46.693695651;86004;ANGLES-SUR-L'ANGLIN
La Gartempe à la Roche-Posay et à Vicq-sur-Gartempe;0.863658376;46.720856023;86288;VICQ-SUR-GARTEMPE
La Gartempe à la Roche-Posay et à Vicq-sur-Gartempe;0.838309455;46.76934577;86207;ROCHE-POSAY
La Creuse à la Roche-Posay;0.81505229;46.787929492;86207;ROCHE-POSAY
La Creuse à Leugny;0.703836088;46.909534837;86130;LEUGNY
La Claise au Grand-Pressigny [Étableau 1];0.8120843;46.908282035;37113;GRAND-PRESSIGNY
La Claise au Grand-Pressigny [Étableau 1];0.8120843;46.908282035;37113;GRAND-PRESSIGNY
La Claise à Chaumussay;0.862964387;46.871578961;37064;CHAUMUSSAY
La Claise au Grand-Pressigny [Pont de Fer];0.793280784;46.924613582;37113;GRAND-PRESSIGNY
L'Aigronne au Grand-Pressigny [Pont Saint Martin];0.805564315;46.916732783;37113;GRAND-PRESSIGNY
Le Brignon à Paulmy;0.813189844;46.978800854;37181;PAULMY
Le Brignon à Paulmy;0.826453661;46.981456392;37181;PAULMY
La Creuse à Descartes;0.694908264;46.972228152;37115;DESCARTES
L'Esves à Marcé-sur-Esves;0.656033245;47.030839081;37145;MARCE-SUR-ESVES
La Vienne à Nouâtre et à Pouzay;0.544852523;47.050101496;37174;NOUATRE
La Vienne à Nouâtre et à Pouzay;0.531462944;47.079766347;37188;POUZAY
La Manse à Crouzilles [La Couture];0.440139102;47.138545888;37093;CROUZILLES
La Veude à Lémeré [Moulin de Coutureau];0.305991973;47.100961755;37125;LEMERE
La Vienne à Chinon;0.238392936;47.165936556;37072;CHINON
Le Négron à Marçay;0.187296513;47.102870491;37144;MARCAY
La Loire à Montsoreau et à Saumur;0.048469814;47.222657079;49219;MONTSOREAU
La Loire à Montsoreau et à Saumur;-0.075428626;47.262418207;49328;SAUMUR
La Loire à Montsoreau et à Saumur;0.062725437;47.21563207;49219;MONTSOREAU
Le Thouet à Secondigny [Frécul];-0.399397341;46.60323422;79311;SECONDIGNY
Le Thouet au Tallud [La Pèchellerie];-0.299662895;46.626456218;79322;TALLUD
La Viette à Beaulieu-sous-Parthenay [Pont de la Borde];-0.257403785;46.588130131;79029;BEAULIEU-SOUS-PARTHENAY
La Viette à Parthenay;-0.263193443;46.623418501;79202;PARTHENAY
Le Palais au Tallud [Boisseau];-0.285745826;46.649206178;79322;TALLUD
Le Thouet à Châtillon-sur-Thouet et à Parthenay;-0.23206401;46.657329357;79202;PARTHENAY
Le Thouet à Châtillon-sur-Thouet et à Parthenay;-0.251120808;46.653176631;79202;PARTHENAY
Le Thouet à Châtillon-sur-Thouet et à Parthenay;-0.239345489;46.657403162;79080;CHATILLON-SUR-THOUET
Le Thouet à Châtillon-sur-Thouet et à Parthenay;-0.247095768;46.653298941;79202;PARTHENAY
Le Thouet à Saint-Loup-Lamairé [Pont de Saint-Loup];-0.166850805;46.786083352;79268;SAINT-LOUP-LAMAIRE
Le Thouet à Saint-Loup-Lamairé [Pont de Saint-Loup];-0.167852353;46.76977247;79268;SAINT-LOUP-LAMAIRE
Le Thouet à Saint-Loup-Lamairé [Pont de Saint-Loup];-0.172030814;46.763977532;79268;SAINT-LOUP-LAMAIRE
Le Cébron à Gourgé [Le Champ des Balastières];-0.219231593;46.728585067;79135;GOURGE
Le Cébron à Gourgé [Le Champ des Balastières];-0.211198356;46.752951926;79135;GOURGE
Le Cébron à Saint-Loup-Lamairé [Puy Terrier];-0.19111622;46.77429523;79268;SAINT-LOUP-LAMAIRE
Le Thouet à Saint-Généroux [Pont de Saint-Généroux];-0.139912183;46.883600346;79252;SAINT-GENEROUX
Le Thouaret à Faye-l'Abbesse [La Rochette];-0.347789199;46.823805383;79116;FAYE-L'ABBESSE
Le Thouaret à Luzay [La Planche];-0.186961428;46.92308205;79161;LUZAY
Le Thouet à Missé [Missé];-0.191248779;46.952492153;79178;MISSE
Le Thouet à Sainte-Radegonde [Vrines];-0.246205042;46.997211202;79292;SAINTE-RADEGONDE
[L'Argent] à Nueil-les-Aubiers [La Touche au Port];-0.647991139;46.914700999;79195;NUEIL-LES-AUBIERS
[L'Argent] à Nueil-les-Aubiers [La Touche au Port];-0.653968808;46.907976839;79195;NUEIL-LES-AUBIERS
La Scie à Nueil-les-Aubiers;-0.592457151;46.943395476;79195;NUEIL-LES-AUBIERS
L'Argenton à Massais [Moulin Bernard];-0.356461584;46.997660056;79168;MASSAIS
Le Thouet à Montreuil-Bellay;-0.154410668;47.135904691;49215;MONTREUIL-BELLAY
Le Thouet à Montreuil-Bellay;-0.142074829;47.144899181;49215;MONTREUIL-BELLAY
La Dive [du Nord] à Marnes [Moulin de Retournay];-0.014762845;46.865222184;79167;MARNES
Le canal de la Dive à Pouançay [La Motte Bourbon];-0.089621633;47.097294782;86196;POUANCAY
Le Thouet à Chacé;-0.080339787;47.215742716;49060;CHACE
Le Thouet à Chacé;-0.080336082;47.215744977;49060;CHACE
La Loire à Gennes et aux Ponts-de-Cé et à Saint-Mathurin-sur-Loire;-0.52167928;47.418661535;49246;PONTS-DE-CE
La Loire à Gennes et aux Ponts-de-Cé et à Saint-Mathurin-sur-Loire;-0.230904781;47.345018049;49149;GENNES
La Loire à Gennes et aux Ponts-de-Cé et à Saint-Mathurin-sur-Loire;-0.318663129;47.408685712;49307;LOIRE-AUTHION
Le Gravot à Bourgueil;0.181605662;47.320009227;37031;BOURGUEIL
Le Lane à Saint-Patrice;0.249109888;47.265770756;37232;COTEAUX-SUR-LOIRE
L'Authion à Benais;0.191417833;47.330209915;37024;BENAIS
[Le Changeon] à Gizeux [Moulin Foulon];0.205229692;47.354886504;37112;GIZEUX
L'Authion à Longué-Jumelles [ANCIENNE STATION 1967 a 1980];-0.20379613;47.376302666;49180;LONGUE-JUMELLES
Le Lathan à Rillé;0.248386673;47.452289576;37198;RILLE
Le bras du Lathan à Vernantes;-0.002479691;47.406605888;49368;VERNANTES
Le Lathan à Vernantes;-0.01532196;47.410870773;49368;VERNANTES
Le Lathan à Vernantes;-0.026256295;47.408203176;49368;VERNANTES
Le Couasnon à Pontigné [ANCIENNE STATION DE 1967 A 1984];-0.036364738;47.541373795;49245;PONTIGNE
Le Couasnon à Gée [ANCIENNE STATION - 1967 à 1983];-0.229350103;47.455923708;49147;GEE
Le Tarry à Mazé [ANCIENNE STATION - 1967 A 1983];-0.233705216;47.480299004;49194;MAZE-MILON
Le Couasnon à Beaufort-en-Vallée;-0.236387486;47.454998424;49021;BEAUFORT-EN-ANJOU
L'Authion aux Ponts-de-Cé [ancienne station 1967 -1972];-0.528167349;47.430692623;49246;PONTS-DE-CE
Les Aunaies à Bauné [ANCIENNE STATION - 1967 A 1978];-0.31917763;47.494752453;49019;BAUNE
La Sarthe au Mêle-sur-Sarthe;0.358036962;48.508819977;61258;MELE-SUR-SARTHE
L'Hoëne à la Mesnière [La Foulerie];0.440570488;48.547708617;61277;MESNIERE
La Vézone à Neuilly-le-Bisson et aux Ventes-de-Bourse;0.237349625;48.497802133;61304;NEUILLY-LE-BISSON
La Vézone à Neuilly-le-Bisson et aux Ventes-de-Bourse;0.231331085;48.49379134;61499;VENTES-DE-BOURSE
La Sarthe à Alençon;0.115348266;48.435378989;61001;ALENCON
La Sarthe à Mieuxcé et à Saint-Céneri-le-Gérei;0.013021022;48.399598249;61279;MIEUXCE
La Sarthe à Mieuxcé et à Saint-Céneri-le-Gérei;-0.023532875;48.385886744;61372;SAINT-CENERI-LE-GEREI
Le Sarthon [partiel] à la Ferrière-Bochard;-0.054381314;48.41129532;61165;FERRIERE-BOCHARD
Le Sarthon [bief] à la Ferrière-Bochard;-0.054381314;48.41129532;61165;FERRIERE-BOCHARD
Le Sarthon à Saint-Céneri-le-Gérei;-0.055109346;48.383114025;61372;SAINT-CENERI-LE-GEREI
Le Sarthon à la Roche-Mabile;-0.050292154;48.493669704;61350;ROCHE-MABILE
Le Sarthon à Ravigny [Les Vauguiberts];-0.057315332;48.429181114;53187;RAVIGNY
L'Ornette à Saint-Pierre-des-Nids [Larray];-0.091820182;48.375075837;53246;SAINT-PIERRE-DES-NIDS
Le Terrançon à Saint-Pierre-des-Nids [Pont des Terriers];-0.089378914;48.377228378;53246;SAINT-PIERRE-DES-NIDS
Le Merdereau à Saint-Paul-le-Gaultier [Chiantin];-0.147943596;48.330558155;72309;SAINT-PAUL-LE-GAULTIER
La Vaudelle à Saint-Georges-le-Gaultier;-0.10003153;48.292690799;72282;SAINT-GEORGES-LE-GAULTIER
L'Orthe à Douillet [Le Joly];-0.039730001;48.273510659;72121;DOUILLET
La Bienne à Thoiré-sous-Contensor;0.201461954;48.307302569;72355;THOIRE-SOUS-CONTENSOR
La Saosnette à Thoiré-sous-Contensor;0.203621077;48.307812767;72355;THOIRE-SOUS-CONTENSOR
La Sarthe à Beaumont-sur-Sarthe;0.130781016;48.223939285;72029;BEAUMONT-SUR-SARTHE
Le Tripoulin à Courcival;0.392072087;48.234579106;72102;COURCIVAL
Le Tripoulin à Courcival;0.392202248;48.234672005;72102;COURCIVAL
Le Tripoulin à Courcival;0.392888947;48.234138001;72102;COURCIVAL
La Dive à Mamers;0.373350442;48.339086691;72180;MAMERS
L'Orne Saosnoise à Montbizot;0.198336227;48.151974081;72205;MONTBIZOT
L'Orne Saosnoise à Montbizot;0.204939435;48.159666942;72205;MONTBIZOT
L'Orne Saosnoise à Montbizot;0.198987173;48.152385711;72205;MONTBIZOT
La Sarthe à Neuville-sur-Sarthe et à Souillé [Montreuil];0.205741737;48.090075926;72217;NEUVILLE-SUR-SARTHE
La Sarthe à Neuville-sur-Sarthe et à Souillé [Montreuil];0.18666737;48.116157411;72338;SOUILLE
La Sarthe au Mans [Yssoir];0.179180548;47.996173235;72181;MANS
La Sarthe au Mans [Yssoir];0.194845139;48.009956052;72181;MANS
L'Huisne à Réveillon [Moulin de Réveillon];0.563970007;48.470307942;61348;REVEILLON
La Commeauche à Maison-Maugis;0.704805457;48.453422437;61245;MAISON-MAUGIS
L'Huisne à Bellou-sur-Huisne et à Rémalard;0.769743726;48.426454834;61345;REMALARD EN PERCHE
L'Huisne à Dorceau;0.801929347;48.4202697;61147;DORCEAU
La Corbionne à Bretoncelles;0.871038719;48.403800808;61061;BRETONCELLES
L'Huisne à Margon;0.843677137;48.34953957;28236;MARGON
La Cloche à Margon;0.83863831;48.334804115;28236;MARGON
L'Huisne à Nogent-le-Rotrou [Pont de bois];0.813870132;48.318499403;28280;NOGENT-LE-ROTROU
La Rhône à Nogent-le-Rotrou;0.820735596;48.311407524;28280;NOGENT-LE-ROTROU
L'Huisne à Avezé et à la Ferté-Bernard;0.67417517;48.227929335;72020;AVEZE
L'Huisne à Avezé et à la Ferté-Bernard;0.657922969;48.197389239;72132;FERTE-BERNARD
L'Huisne à Avezé et à la Ferté-Bernard;0.649389319;48.187650585;72132;FERTE-BERNARD
La Même à Saint-Germain-de-la-Coudre et à Souvigné-sur-Même;0.62587433;48.245341168;61394;SAINT-GERMAIN-DE-LA-COUDRE
La Même à Saint-Germain-de-la-Coudre et à Souvigné-sur-Même;0.642595361;48.209857911;72342;SOUVIGNE-SUR-MEME
L'Huisne à Cherré [Les Ajeux];0.642991136;48.164216638;72080;CHERRE
L'Huisne à Connerré;0.490431666;48.060056683;72090;CONNERRE
La Tortue à Saint-Michel-de-Chavaignes [L'Onglée];0.54935712;48.029174407;72303;SAINT-MICHEL-DE-CHAVAIGNES
L'Huisne à Montfort-le-Gesnois [La Pécardière];0.405299492;48.041599681;72241;MONTFORT-LE-GESNOIS
Le Narais à Saint-Mars-la-Brière;0.399614955;48.002622565;72300;SAINT-MARS-LA-BRIERE
La Vive Parence à Yvré-l'Évêque [Parence];0.294592012;48.039863437;72386;YVRE-L'EVEQUE
L'Huisne au Mans [Pontlieue];0.210212986;47.984685043;72181;MANS
La Sarthe à Spay [Ecluse de Prélandon];0.144678112;47.912708336;72344;SPAY
La Sarthe à Spay [Ecluse de Prélandon];0.145059946;47.91258254;72344;SPAY
Le Roule Crotte à Arnage [Gué Gilet];0.199051923;47.935990806;72008;ARNAGE
Le Rhonne à Guécélard [La Soufflardière];0.151682027;47.887536941;72146;GUECELARD
La Sarthe à la Suze-sur-Sarthe [écluse];0.028293539;47.894599742;72346;SUZE-SUR-SARTHE
Le Fessard à Cérans-Foulletourte [Grand Mineloup];0.058053924;47.861892171;72051;CERANS-FOULLETOURTE
L'Orne Champenoise à Voivres-lès-le-Mans;0.080971868;47.92289408;72381;VOIVRES-LES-LE-MANS
La Gée à Fercé-sur-Sarthe [Planche Augis];-0.043282246;47.906004746;72131;FERCE-SUR-SARTHE
La Vézanne à Malicorne-sur-Sarthe;-0.084795551;47.810422167;72179;MALICORNE-SUR-SARTHE
Les Deux Fonts à Chantenay-Villedieu [Groteau];-0.177464354;47.932450764;72059;CHANTENAY-VILLEDIEU
Les Deux Fonts à Avoise [Gué Avezel];-0.205050275;47.870858339;72021;AVOISE
Le Berdin à Rouez [Foulleray];-0.075634979;48.13879009;72256;ROUEZ
Le Berdin à Tennie;-0.079498266;48.110899135;72351;TENNIE
La Vègre à Chevillé [Moulin le Pivot];-0.23899363;47.945154008;72083;CHEVILLE
La Vègre à Asnières-sur-Vègre;-0.231495969;47.888120323;72010;ASNIERES-SUR-VEGRE
L'Erve à Voutré [La Crousille];-0.322429245;48.132273828;53276;VOUTRE
Le Treulon à Auvers-le-Hamon [La Havardière];-0.342687429;47.925530734;72016;AUVERS-LE-HAMON
La Sarthe à Sablé-sur-Sarthe;-0.33193816;47.837614106;72264;SABLE-SUR-SARTHE
L'Erve à Auvers-le-Hamon [Moulin la Roche];-0.361832141;47.897096086;72016;AUVERS-LE-HAMON
L'Erve à Auvers-le-Hamon [Moulin la Roche];-0.362301345;47.898370764;72016;AUVERS-LE-HAMON
La Vaige à Bouessay;-0.380211483;47.868102789;53037;BOUESSAY
La Taude à Saint-Brice;-0.440438801;47.860604048;53203;SAINT-BRICE
La Sarthe à Saint-Denis-d'Anjou [Beffes];-0.385896895;47.803160223;53210;SAINT-DENIS-D'ANJOU
[La Voutonne] à Précigné;-0.341492449;47.766512398;72244;PRECIGNE
La Sarthe à Châteauneuf-sur-Sarthe;-0.486632182;47.678282349;49080;CHATEAUNEUF-SUR-SARTHE
La Sarthe à Cheffes;-0.502184763;47.622821516;49090;CHEFFES
Le Loir à Saint-Avit-les-Guespières;1.267569295;48.268907299;28326;SAINT-AVIT-LES-GUESPIERES
Le Loir à Alluyes;1.38170562;48.216599081;28005;ALLUYES
La Vallée de Paray à Bouville;1.389128538;48.256640566;28057;BOUVILLE
[La vallée de Boncé] à Montboissier;1.409055894;48.241602363;28259;MONTBOISSIER
L'Ozanne à Brou;1.162337575;48.210258113;28061;BROU
L'Ozanne à Trizay-lès-Bonneval [Prémoteux];1.347562486;48.209043583;28396;TRIZAY-LES-BONNEVAL
Le Loir à Saint-Maur-sur-le-Loir;1.417776498;48.151659008;28353;SAINT-MAUR-SUR-LE-LOIR
Le Loir à Bonneval;1.3839286;48.180072282;28051;BONNEVAL
La Conie à Conie-Molitard;1.452148669;48.121073819;28106;CONIE-MOLITARD
La Conie à Conie-Molitard;1.42082121;48.106942058;28106;CONIE-MOLITARD
Le Loir à Châteaudun;1.322957673;48.071919084;28088;CHATEAUDUN
L'Yerre à Saint-Hilaire-sur-Yerre [Bêchereau];1.25772333;48.030890833;28340;SAINT-HILAIRE-SUR-YERRE
L'Yerre à Saint-Denis-les-Ponts;1.239588675;48.054446915;28334;SAINT-DENIS-LES-PONTS
Le Loir à Cloyes-sur-le-Loir;1.233667018;47.996138386;28103;CLOYES-LES-TROIS-RIVIERES
L'Aigre à Romilly-sur-Aigre;1.304788322;47.985528285;28318;ROMILLY-SUR-AIGRE
L'Aigre à Romilly-sur-Aigre;1.304704279;47.985611225;28318;ROMILLY-SUR-AIGRE
Le Loir à Morée;1.213437784;47.918337649;41154;MOREE
Le Loir à Vendôme;1.06011064;47.79395564;41269;VENDOME
Le Loir à Villavard;0.890287589;47.759049007;41274;VILLAVARD
La Braye à Valennes [La Caboche];0.819596601;48.014316848;72366;VALENNES
Le Couétron à Souday;0.849758368;48.053977701;41248;COUETRON-AU-PERCHE
La Braye [bras rive gauche] à Savigny-sur-Braye;0.803370041;47.879845008;41238;SAVIGNY-SUR-BRAYE
La Braye [bras rive droite] à Savigny-sur-Braye;0.80313156;47.879786524;41238;SAVIGNY-SUR-BRAYE
La Braye à Sargé-sur-Braye;0.841313574;47.911402572;41235;SARGE-SUR-BRAYE
L'Anillé à Saint-Gervais-de-Vic [La Cruchetière];0.742992451;47.886568244;72286;SAINT-GERVAIS-DE-VIC
Le Tusson à la Chapelle-Gaugain [Les Riverelles];0.667161471;47.801610311;72063;CHAPELLE-GAUGAIN
Le Loir à la Chartre-sur-le-Loir;0.573557609;47.729221009;72068;CHARTRE-SUR-LE-LOIR
La Veuve à Saint-Pierre-du-Lorouër [Petit Brives];0.536548447;47.798153415;72314;SAINT-PIERRE-DU-LOROUER
L'Etangsort à Courdemanche;0.564685066;47.814382377;72103;COURDEMANCHE
Le Loir à Flée [Port-Gautier];0.479911407;47.710698828;72134;FLEE
L'Escotais à Saint-Paterne-Racan;0.476991918;47.603299499;37231;SAINT-PATERNE-RACAN
Le Loir au Lude [Rue des ponts];0.161199767;47.6491854;72176;LUDE
L'Aune à Pontvallain [Casse Maillé];0.188532952;47.739280229;72243;PONTVALLAIN
L'Aune à Luché-Pringé [Moulin à Tan];0.100983752;47.712114356;72175;LUCHE-PRINGE
Le Casseau à Mansigné;0.125360693;47.746814741;72182;MANSIGNE
Le Loir à la Flèche [Mairie];-0.074739976;47.695735976;72154;FLECHE
Le Loir à Durtal;-0.245141568;47.669491388;49127;DURTAL
L'Argance à la Chapelle-d'Aligné [La Cheviraye];-0.21783474;47.717098262;72061;CHAPELLE-D'ALIGNE
Le Loir à Seiches-sur-le-Loir;-0.365782559;47.576661372;49333;SEICHES-SUR-LE-LOIR
La Mayenne à Pré-en-Pail [La Lande];-0.219163637;48.473184954;53185;PRE-EN-PAIL-SAINT-SAMSON
La Mayenne à Couptrain;-0.297284691;48.486824133;53080;COUPTRAIN
Le Tilleul à Lignières-Orgères [Les Senaillères];-0.233878823;48.522565169;53133;LIGNIERES-ORGERES
L'Aisne à Javron-les-Chapelles [Les Chapelles];-0.332268714;48.439025468;53121;JAVRON-LES-CHAPELLES
La Mayenne à Madré;-0.369389252;48.488590257;53142;MADRE
La Gourbe à Saint-Ouen-le-Brisoult [Les Hayes];-0.348414582;48.526478079;61439;SAINT-OUEN-LE-BRISOULT
La Mayenne à Couterne;-0.417184501;48.507808066;61135;COUTERNE
La Mayenne à Ambrières-les-Vallées [Cigné];-0.586379295;48.445247302;53003;AMBRIERES-LES-VALLEES
La Varenne à Domfront;-0.661980418;48.587682296;61145;DOMFRONT EN POIRAIE
La Varenne au Châtellier [La Fonte];-0.560160672;48.687747132;61102;CHATELLIER
La Varenne à Saint-Fraimbault [Moulin Crinais];-0.675492866;48.497301869;61387;SAINT-FRAIMBAULT
La Colmont à Lesbois [La Bigottière];-0.807401784;48.441951021;53131;LESBOIS
La Colmont à Oisseau;-0.663845692;48.361228461;53170;OISSEAU
La Mayenne à Mayenne et à Saint-Baudelle;-0.628936051;48.281513935;53200;SAINT-BAUDELLE
La Mayenne à Mayenne et à Saint-Baudelle;-0.619974773;48.298775506;53147;MAYENNE
La Mayenne à Saint-Fraimbault-de-Prières;-0.583996379;48.350063921;53216;SAINT-FRAIMBAULT-DE-PRIERES
